# usr,tau,hsb,hlb,hbb,hsbb,hlwebb,tsr,qsr,zo,zot,zoq,Cd,Ch,Ce,L,zeta,dT_skinx,dq_skinx,dz_skin,Urf,Trf,Qrf,RHrf,UrfN,TrfN,QrfN,lw_net,sw_net,Le,rhoa,UN,U10,U10N,Cdn_10,Chn_10,Cen_10,hrain,Qs,Evap,T10,T10N,Q10,Q10N,RH10,P10,rhoa10,gust,wc_frac,Edis
7.352225443469677379e-02,6.569614901085756888e-03,-1.056361197214743974e+01,1.775936807018091868e+00,-1.048724790376375715e+01,-1.049976660349878799e+01,-6.821417776463618576e-01,1.175361568926947681e-01,-8.022152757079987519e-06,2.125127435927219572e-05,1.600000000000000131e-04,1.600000000000000131e-04,3.085874487955438377e-04,5.778174446566143726e-04,5.778174908143481493e-04,3.414277785129057108e+00,2.928877094756368038e+00,1.211561691399615781e-01,6.506606740628023688e-02,2.155077403629229466e-03,4.180548480865700078e+00,1.732962356938394066e+01,7.589517925714588387e+00,6.169550844947221435e+01,2.398067488766870703e+00,1.413155392603342264e+01,7.807794615075466460e+00,-6.828079598935582339e+01,4.282818392842041817e+02,2.474680072727489285e+06,1.216742573203606792e+00,2.398067488766870703e+00,4.180548480865700078e+00,2.398067488766870703e+00,9.378253846598662291e-04,1.109269278135997924e-03,1.109269278135997924e-03,-0.000000000000000000e+00,8.029264612416545432e+00,2.583514764483726186e-03,1.732962356938394066e+01,1.413155392603342264e+01,7.589517925714588387e+00,7.807794615075466460e+00,6.169550844947221435e+01,1.008779339644029960e+03,1.203999732194830585e+00,2.000000000000000111e-01,1.955514110473254887e-04,1.498377840346532333e-03
7.505582325891863027e-02,6.849971959759236333e-03,-1.113604231642752751e+01,7.780326153790170229e-01,-1.113356764398097098e+01,-1.113397332798860440e+01,-7.336370005498844549e-01,1.213185074673483743e-01,-3.440307985382255351e-06,2.081958679448742581e-05,1.600000000000000131e-04,1.600000000000000131e-04,3.083658430656123365e-04,5.778586483689433827e-04,5.778586467833532166e-04,3.421344145835561346e+00,2.922827863479310562e+00,1.307630147131041698e-01,6.922874969027749403e-02,2.111668812929522882e-03,4.269482923892949700e+00,1.727906076219104037e+01,7.706309494329137699e+00,6.283938859483578909e+01,2.452049621642515831e+00,1.398341300674630716e+01,7.799766325663096467e+00,-6.660305342041218069e+01,3.224509687341930544e+02,2.475255875000066124e+06,1.217295416418945564e+00,2.452049621642515831e+00,4.269482923892949700e+00,2.452049621642515831e+00,9.348852735702237573e-04,1.107529116746980031e-03,1.107529116746980031e-03,-0.000000000000000000e+00,7.894743956368865057e+00,1.131566818466550042e-03,1.727906076219104037e+01,1.398341300674630716e+01,7.706309494329137699e+00,7.799766325663096467e+00,6.283938859483578909e+01,1.008752451879330010e+03,1.204091853290198744e+00,2.000000000000000111e-01,2.345519227999255283e-04,1.597414537784555078e-03
7.624652456168555525e-02,7.080573342605985844e-03,-1.041081768791629614e+01,4.284694833659055679e-01,-1.043011720138481735e+01,-1.042695334671784657e+01,-6.945521757984539635e-01,1.114613672797054866e-01,-1.861977963862430230e-06,2.046530682725896831e-05,1.600000000000000131e-04,1.600000000000000131e-04,3.267013980199031027e-04,6.083997717810229067e-04,6.084007240917776831e-04,3.830095011584166098e+00,2.610901288285247812e+00,1.604108788001037122e-01,8.504234241871515276e-02,2.055724138981323071e-03,4.213625060543759737e+00,1.648050554837020343e+01,7.794058822056927127e+00,6.687887454010534327e+01,2.494144562711066104e+00,1.370996956330148109e+01,7.840341019002712741e+00,-6.697112822987497793e+01,1.754489645602081112e+02,2.475188725000065751e+06,1.219318009042005491e+00,2.494144562711066104e+00,4.213625060543759737e+00,2.494144562711066104e+00,9.324370585203459487e-04,1.106078004503386952e-03,1.106078004503386952e-03,-0.000000000000000000e+00,7.891745127848190933e+00,6.231808203300615630e-04,1.648050554837020343e+01,1.370996956330148109e+01,7.794058822056927127e+00,7.840341019002712741e+00,6.687887454010534327e+01,1.009133842503620031e+03,1.207803754697961196e+00,2.000000000000000111e-01,2.663999323072551687e-04,1.679586289319941108e-03
3.506807888480746593e-02,1.502254605302700934e-03,-2.071596824760865818e+00,3.118693406103840271e+00,-1.859649947330636710e+00,-1.894395337073297103e+00,-9.160163262121984173e-02,4.793354407247520099e-02,-2.930699768682569896e-05,4.473458602224293472e-05,1.600000000000000131e-04,1.600000000000000131e-04,2.552965380829942481e-04,4.667311811770451691e-04,4.667311811491864858e-04,2.093778715246835009e+00,4.776053900624881443e+00,3.116971602235953376e-01,1.709113129017358346e-01,2.700008170944027432e-03,2.185640952255480052e+00,1.430854239760272506e+01,6.145358223385648522e+00,6.075835325248763752e+01,1.075371513034770743e+00,1.240401782500870098e+01,7.309801586036289933e+00,-7.417096552660400732e+01,8.372564362991360554e+01,2.473768699999999721e+06,1.226677182420476742e+00,1.075371513034770743e+00,2.185640952255480052e+00,1.075371513034770743e+00,1.054594517278541676e-03,1.176301762551969741e-03,1.176301762551969741e-03,0.000000000000000000e+00,8.118888797803041513e+00,4.538539218308415904e-03,1.430854239760272506e+01,1.240401782500870098e+01,6.145358223385648522e+00,7.309801586036289933e+00,6.075835325248763752e+01,1.010461468837330017e+03,1.219751205360659618e+00,2.000000000000000111e-01,nan,1.541119691344900952e-04
5.229779968290356601e-02,3.238658257593746842e-03,1.947359386345115073e+00,9.109040390541226273e+00,2.596155622688258724e+00,2.489795583943480661e+00,2.194338783648089597e-01,-2.997412766049915855e-02,-5.694934525554756012e-05,2.921771892013821188e-05,1.600000000000000131e-04,1.600000000000000131e-04,1.273933617466437018e-03,1.738140831905000397e-03,1.738140833251102663e-03,-4.968051269681086346e+00,-2.012861674964543823e+00,3.484387769410447477e-01,1.922753587043518897e-01,2.310007065266404900e-03,1.403187164141689980e+00,1.051978530718434968e+01,6.928343962032426973e+00,8.784074867463822045e+01,1.595554380962540764e+00,1.033978871765606833e+01,6.586359433309150191e+00,-7.944690184326350391e+01,0.000000000000000000e+00,2.473476399999933783e+06,1.236495966885532205e+00,1.595554380962540764e+00,1.403187164141689980e+00,1.595554380962540764e+00,9.852689204049058010e-04,1.136981465079864610e-03,1.136981465079864610e-03,0.000000000000000000e+00,8.158577354311610463e+00,1.325767466629125362e-02,1.051978530718434968e+01,1.033978871765606833e+01,6.928343962032426973e+00,6.586359433309150191e+00,8.784074867463822045e+01,1.010743450913629999e+03,1.235798794643655496e+00,4.219080693596751197e-01,1.000000000000000082e-05,5.126190656344535666e-04
3.777280820261958577e-02,1.563774747151610526e-03,2.481210494028363023e+00,7.592440041096214287e+00,3.024556939798701105e+00,2.935483751967498112e+00,2.315802344049266714e-01,-5.276203776195260986e-02,-6.557265020432389614e-05,4.074332269182777340e-05,1.600000000000000131e-04,1.600000000000000131e-04,1.576993445888668710e-03,2.145886364850343574e-03,2.145886364829579802e-03,-1.607962102979496821e+00,-6.219052042004195258e+00,3.804540967047459477e-01,2.088897724519810650e-01,2.502930774794936974e-03,8.412801399732170449e-01,1.003737200755229075e+01,6.826807682953136336e+00,8.943460780450078573e+01,1.036562505790322275e+00,9.601160623400540217e+00,6.284684260101697006e+00,-8.112841558727363633e+01,0.000000000000000000e+00,2.473660075000065845e+06,1.239194112107043555e+00,1.036562505790322275e+00,8.412801399732170449e-01,1.036562505790322275e+00,1.038771846850062045e-03,1.167444056615228902e-03,1.167444056615228902e-03,0.000000000000000000e+00,8.094968387011535427e+00,1.104953118829216790e-02,1.003737200755229075e+01,9.601160623400540217e+00,6.826807682953136336e+00,6.284684260101697006e+00,8.943460780450078573e+01,1.011204252866670004e+03,1.238544673686462039e+00,4.438444155069474761e-01,1.000000000000000082e-05,1.741073033729118665e-04
5.313224188734486791e-02,3.237353353929995660e-03,4.833132254480460688e+00,1.161127796722897720e+01,5.666726938758217536e+00,5.530072072483175560e+00,4.069476821278410483e-01,-7.290073288718920685e-02,-7.113164254036827706e-05,2.854820192305637173e-05,1.600000000000000131e-04,1.600000000000000131e-04,1.391645302523548478e-03,1.937452142837798111e-03,1.937452142836595731e-03,-2.390471731354447016e+00,-4.183274735624660678e+00,3.723068280597479629e-01,2.041773449039122612e-01,2.263829615145712768e-03,1.315080914534590084e+00,9.587550122834175070e+00,6.655804228846041504e+00,8.993096141208226868e+01,1.565772531601055562e+00,9.044166134954375380e+00,6.125606601781884208e+00,-8.223090321235736155e+01,0.000000000000000000e+00,2.473681800000198651e+06,1.241981736949025139e+00,1.565772531601055562e+00,1.315080914534589862e+00,1.565772531601055118e+00,9.816940710367326722e-04,1.134916936843001316e-03,1.134916936843001316e-03,0.000000000000000000e+00,8.089359523330747592e+00,1.689813163601759996e-02,9.587550122834175070e+00,9.044166134954375380e+00,6.655804228846041504e+00,6.125606601781884208e+00,8.993096141208226868e+01,1.011848171203620041e+03,1.241433968458872217e+00,5.469200721189849679e-01,1.000000000000000082e-05,5.215353700129448170e-04
5.964857210095939055e-02,4.098102496581699540e-03,6.790064774557264649e+00,1.556559797194458916e+01,7.906572690090300171e+00,7.723538605576688809e+00,5.431781710826610876e-01,-9.109432199635209004e-02,-8.481605278347635656e-05,2.525964323398844930e-05,1.600000000000000131e-04,1.600000000000000131e-04,1.357829824992054122e-03,1.911149905548140170e-03,1.911149905546666306e-03,-2.424672386350401165e+00,-4.124268522335063025e+00,3.801299275611798589e-01,2.089017355298315171e-01,2.139497554838274904e-03,1.498997708671039986e+00,9.247108719853581960e+00,6.392554825895832238e+00,8.840534574842170912e+01,1.779832315950158783e+00,8.570733746095307026e+00,5.762795975744868571e+00,-8.424785078446481634e+01,0.000000000000000000e+00,2.473594899999999907e+06,1.243824547463151520e+00,1.779832315950158783e+00,1.498997708671039764e+00,1.779832315950158783e+00,9.631393040712912671e-04,1.124140374598420027e-03,1.124140374598420027e-03,0.000000000000000000e+00,8.104338578999582765e+00,2.265373068928971598e-02,9.247108719853581960e+00,8.570733746095307026e+00,6.392554825895832238e+00,5.762795975744868571e+00,8.840534574842170912e+01,1.012035378417690026e+03,1.243359330380632732e+00,6.110060981255288626e-01,1.000000000000000082e-05,7.482761796206118714e-04
5.480911894301830622e-02,3.396872559150218747e-03,6.504161449080203106e+00,1.687173449378780532e+01,7.709669317818055312e+00,7.512045077041357821e+00,5.184092911324459374e-01,-9.493583061830290770e-02,-1.000207969272755618e-04,2.755761254592209393e-05,1.600000000000000131e-04,1.600000000000000131e-04,1.423948185249178811e-03,2.001666236255820065e-03,2.001666236263363076e-03,-1.928916441343094590e+00,-5.184257744745568885e+00,3.981403746301918622e-01,2.186426106148910697e-01,2.198572741207105007e-03,1.320062324599629910e+00,9.188342830017894869e+00,6.116137615789841497e+00,8.492561270512466365e+01,1.594237965524035738e+00,8.439169600456125409e+00,5.326837064361343188e+00,-8.527833245765089032e+01,0.000000000000000000e+00,2.473612674999867100e+06,1.244184834675849727e+00,1.594237965524035738e+00,1.320062324599629910e+00,1.594237965524035738e+00,9.762853318296119869e-04,1.131786150780646075e-03,1.131786150780646075e-03,0.000000000000000000e+00,8.088141670406020722e+00,2.455446836584444445e-02,9.188342830017894869e+00,8.439169600456125409e+00,6.116137615789841497e+00,5.326837064361343188e+00,8.492561270512466365e+01,1.011953753800120012e+03,1.243726707071221016e+00,6.058799689827535362e-01,1.000000000000000082e-05,5.660662963457469303e-04
3.286223809530405826e-02,9.553855355854986957e-04,4.263566363666580372e+00,1.283885065100580647e+01,5.177931426582281560e+00,5.028035514628887981e+00,3.439958836908783568e-01,-1.037675369455141328e-01,-1.269159116525127990e-04,4.673333758447728722e-05,1.600000000000000131e-04,1.600000000000000131e-04,1.897557331088614877e-03,2.616378817986063799e-03,2.616378842009840257e-03,-6.192135318091884777e-01,-1.614951787436310937e+01,4.230160171042289252e-01,2.324997127438341304e-01,2.473704475244481536e-03,5.362818809755179883e-01,9.263511770694394798e+00,5.887382856628461170e+00,8.137326057194253792e+01,7.168096775999917014e-01,8.193807655816916835e+00,4.579050049139688383e+00,-8.550062759428075765e+01,0.000000000000000000e+00,2.473557375000066124e+06,1.244488669443607476e+00,7.168096775999917014e-01,5.362818809755179883e-01,7.168096775999917014e-01,1.062119473593015539e-03,1.180490996114399484e-03,1.180490996114399484e-03,0.000000000000000000e+00,8.082856295195446350e+00,1.868558328614458239e-02,9.263511770694394798e+00,8.193807655816916835e+00,5.887382856628461170e+00,4.579050049139688383e+00,8.137326057194253792e+01,1.012274820039419978e+03,1.243963115309032030e+00,5.305806967195730861e-01,1.000000000000000082e-05,9.151929965428848626e-05
