DN,SurfaceTemp,Temperature,SurfaceSalCorrected,Salinity,dayDN,dailyAverage,oceanSalEstimate,AvgEstimatedTemp
2014-03-03 10:20:00,10.95,10.83,29.832499549773484,28.188092716964167,2014-03-03,9.875,29.010296133368826,10.551666666666668
2014-03-04 21:10:00,11.28,10.83,30.875460255280657,28.188092716964167,2014-03-04,9.9375,29.53177648612241,10.6825
2014-03-05 09:10:00,11.140000000335275,11.100000000335276,30.62546516881278,28.514395287860165,2014-03-05,9.679166666666665,29.569930228336474,10.639722222445739
2014-03-06 00:15:00,11.6,11.52,29.493020369327432,27.44156585353393,2014-03-06,9.487499999999999,28.46729311143068,10.869166666666665
2014-03-07 10:50:00,10.16,11.52,3.5947024477830416,27.44156585353393,2014-03-07,10.012500000000001,15.518134150658486,10.564166666666667
2014-03-08 11:50:00,10.85,11.14,18.24922021130972,26.50073297148073,2014-03-08,10.35,22.374976591395225,10.780000000000001
2014-03-09 02:15:00,11.41,11.29,29.054953779991926,27.17616968657233,2014-03-09,10.18695652173913,28.115561733282128,10.96231884057971
2014-03-10 13:55:00,10.52,11.36,1.8500208640744544,25.05497366859789,2014-03-10,10.245833333333334,13.452497266336172,10.70861111111111
2014-03-11 04:20:00,11.41,11.36,9.152801853349926,25.05497366859789,2014-03-11,10.262500000000001,17.103887760973908,11.010833333333332
2014-03-12 16:15:00,10.76999999564141,10.91,29.88968057798818,26.461004594122763,2014-03-12,10.533333333333333,28.17534258605547,10.737777776324913
