Tm (UTC),U (m s-1),Tair (degC),RH (%),P (mb),SW_dn (W m-2),LW_dn (W m-2),Lat,Lon
30-Apr-2013 11:00:00,1.53066393988721,5.8531297420975,82.3998134792078,1013.02587745404,0,287.672009883295,44.4166111111112,-124.009455555556
30-Apr-2013 12:00:00,0.920772059254055,4.6451531512317,90.3977068608985,1013.4067636008,0,245.518037236693,44.4166111111112,-124.009455555556
30-Apr-2013 13:00:00,0.860408282980858,5.68918321412054,84.2534042261435,1013.67937833998,0,310.705305606393,44.4166111111112,-124.009455555556
30-Apr-2013 14:00:00,0.719130695573977,5.42127065653476,86.1993414266843,1014.00037260158,8.14695985677322,304.093865563173,44.4166111111112,-124.009455555556
30-Apr-2013 15:00:00,1.77994229637547,7.26713969661716,72.4431884111287,1014.55287765281,184.730678801505,276.810143147969,44.4166111111112,-124.009455555556
30-Apr-2013 16:00:00,1.99360399703975,7.40156348430052,73.8110696972035,1014.87572549009,56.7823731063805,333.419625647418,44.4166111111112,-124.009455555556
30-Apr-2013 17:00:00,4.89010157182897,9.92940558438531,66.8798651347037,1015.06463046535,601.780782626584,253.039595185646,44.4166111111112,-124.009455555556
30-Apr-2013 18:00:00,5.48216173965937,10.5170187907078,63.4400752012796,1015.50449334953,758.648771873466,254.596391940274,44.4166111111112,-124.009455555556
30-Apr-2013 19:00:00,5.50350994330088,9.75279096063589,68.794469689121,1015.90566229248,417.922221947715,321.440059695466,44.4166111111112,-124.009455555556
30-Apr-2013 20:00:00,6.13147678464199,11.2734952780311,58.0803105280189,1016.33213108376,933.020198669033,253.919599104226,44.4166111111112,-124.009455555556
30-Apr-2013 21:00:00,6.72372752762823,11.4786267004902,61.0504137499969,1016.21532178744,934.423141865378,254.334301864886,44.4166111111112,-124.009455555556
30-Apr-2013 22:00:00,6.71567204988142,11.3278700298023,59.1927012137341,1016.41220402018,878.276842495908,253.795089653023,44.4166111111112,-124.009455555556
30-Apr-2013 23:00:00,6.72995569947773,11.0042255296125,61.6953725052821,1016.64024649631,768.556633366349,252.327373414909,44.4166111111112,-124.009455555556
01-May-2013 00:00:00,6.64478072563677,10.6398457884421,63.4941407210187,1016.71112984843,612.582484770613,252.040434498557,44.4166111111112,-124.009455555556
01-May-2013 01:00:00,5.81259051153877,11.5206143097225,61.3130487858081,1016.56195527089,421.16240405521,260.929210644662,44.4166111111112,-124.009455555556
01-May-2013 02:00:00,6.05585440911218,10.2182138534347,66.4018657689368,1016.41749375733,217.560333017949,258.767830746869,44.4166111111112,-124.009455555556
