# usr,tau,hsb,hlb,hbb,hsbb,hlwebb,tsr,qsr,zo,zot,zoq,Cd,Ch,Ce,L,zeta,dT_skinx,dq_skinx,dz_skin,Urf,Trf,Qrf,RHrf,UrfN,TrfN,QrfN,lw_net,sw_net,Le,rhoa,UN,U10,U10N,Cdn_10,Chn_10,Cen_10,hrain,Qs,Evap,T10,T10N,Q10,Q10N,RH10,P10,rhoa10,gust,wc_frac,Edis,Tm (UTC),Qnet,lowpass,Qnet_clean
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.2582674701962455,,,,,,,,,,,,,,,1007.04608969549,,0.2,,,2013-10-30 15:00:00,,,327.89196226638626
,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.759996886518024,,1.2538963933404073,,,,,,,,,,,,,,,1007.43935975369,,0.2,,,2013-10-30 16:00:00,,,327.89196226638626
,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.8257453977241,,1.2411333380841267,,,,,,,,,,,,,,,1007.80838384589,,0.2,,,2013-10-30 17:00:00,,,327.89196226638626
,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.7800549689477,,1.2323102720642447,,,,,,,,,,,,,,,1008.0646088978,,0.2,,,2013-10-30 18:00:00,,,327.89196226638626
0.0236035621541679,0.0006806512171177,-1.7502322533171255,3.327836268107159,-1.520803610417924,-1.5584148633522197,-0.0488297452199153,0.060063927516837,-4.629331344651011e-05,6.654841201200081e-05,0.00016,0.00016,0.0001601605833819,0.0002630595314709,0.0002630595285443,0.7791069172984616,12.835208849993029,0.26561915077662,0.130851472667219,0.0033771409866904,1.85433537198834,16.512821695855635,1.5164526870844808,13.026160660573415,0.6993400731677726,10.797710328604447,5.921283553859016,-79.51531405725592,408.9848803384322,2478478.536362481,1.2287993468751637,0.6993400731677726,1.85433537198834,0.6993400731677728,0.0011260440448686,0.0012154964149674,0.0012154964149674,0.0,7.199317168286737,0.004833695506909,16.512821695855635,10.797710328604447,1.5164526870844808,5.921283553859016,13.026160660573415,1008.44166014281,1.2114577818614316,0.2,1e-05,4.548289412822798e-05,2013-10-30 19:00:00,327.89196226638626,,327.89196226638626
0.0374384478356141,0.0017143215598952,-3.7584318285292686,7.662787286920912,-3.2277634824423806,-3.314758293276296,-0.096744197142683,0.0814480358566414,-6.733107179572545e-05,4.179685170249672e-05,0.00016,0.00016,0.0002136728369307,0.0003831908977234,0.0003831908785766,1.465051973070716,6.825696414742354,0.2389309495367861,0.1198341219952513,0.0031224730601876,2.553377348981289,16.00122239356382,1.9414374023273515,17.227217149398953,1.155673910989783,11.69536210489486,5.500985342182214,-78.54265404818328,464.607102264561,2477813.5000008605,1.22683114449927,1.155673910989783,2.553377348981289,1.155673910989783,0.001043058581354,0.0011698504417503,0.0011698504417503,0.0,7.359814798032909,0.0111332165366383,16.00122239356382,11.69536210489486,1.9414374023273515,5.500985342182214,17.227217149398953,1008.56742763687,1.2134382290067776,0.2,,0.0001887901697976,2013-10-30 20:00:00,382.16009275798615,,382.16009275798615
0.0378863670532274,0.0017535305163383,-4.245943238187689,8.001597090680805,-3.691583623825772,-3.782462249131004,-0.1082076591426187,0.0910508447695022,-6.956116952751515e-05,4.13724266096708e-05,0.00016,0.00016,0.0002037400493347,0.0003619813051717,0.0003619812913557,1.3268410061796367,7.5366980319615875,0.2293785832571488,0.1139818806906475,0.0031733848420836,2.646722165225789,17.0243057598345,1.3673577749959445,11.367645131587928,1.1707116797020043,11.790855488672804,5.365617455591864,-76.57821829994928,464.9465639336942,2478238.1250008605,1.2251346070387217,1.1707116797020043,2.646722165225789,1.1707116797020043,0.0010413415889981,0.0011688871921358,0.0011688871921358,0.0,7.286013891585525,0.0116234792919429,17.0243057598345,11.790855488672804,1.3673577749959445,5.365617455591864,11.367645131587928,1008.12567726482,1.2090533774575676,0.2,,0.0001955794809639,2013-10-30 21:00:00,384.6126917812518,,384.6126917812518
0.039664011058472,0.0019215899132502,-4.8102036117961084,8.422346400489852,-4.227209711776816,-4.322782482271784,-0.1245196365416699,0.0985713842987643,-6.995702522591236e-05,3.950158937156632e-05,0.00016,0.00016,0.0002032552410696,0.0003617896095635,0.000361789603765,1.3294185328754888,7.522085598107563,0.2386556665873732,0.117494112945961,0.0031183041780314,2.77492125605035,17.478004332215164,1.2584940477460722,10.166389674935896,1.2305327731942863,11.821700279814022,5.272825469529879,-73.79573210328587,400.7823131419893,2478635.099994372,1.2245951630926912,1.2305327731942863,2.77492125605035,1.2305327731942863,0.0010336100192516,0.0011645398337808,0.0011645398337808,0.0,7.204150391199723,0.0122327191452393,17.478004332215164,11.821700279814022,1.2584940477460722,5.272825469529879,10.166389674935896,1008.03584353475,1.2071385178659406,0.2,,0.0002252177373052,2013-10-30 22:00:00,323.3744382500097,,323.3744382500097
0.0394708869800341,0.0019053885658348,-3.5506665256650005,11.202093297073596,-2.76822395077404,-2.896493225346328,-0.0556230973603191,0.0729788719544368,-9.340314111922762e-05,3.9562799578333406e-05,0.00016,0.00016,0.0002472097685442,0.000453477764831,0.0004534777601162,2.0011777391622414,4.997057384910912,0.3104429580270667,0.1610445620239398,0.0029044155416997,2.50242710358396,14.92373362230068,1.1853431171214,11.268991708102012,1.223663041295836,11.92003938776634,5.029667768266746,-78.12323912549674,289.237805919292,2476557.399998676,1.2269091903779448,1.223663041295836,2.50242710358396,1.223663041295836,0.0010338673307284,0.0011646847776243,0.0011646847776243,0.0,7.608276744454698,0.0162837073227079,14.92373362230068,11.92003938776634,1.1853431171214,5.029667768266746,11.268991708102012,1007.95536582559,1.2177985833850753,0.2,,0.0002222038808508,2013-10-30 23:00:00,203.46314002238665,,203.46314002238665
0.03107648509751,0.0011806990543551,-2.187691943549471,8.270773609105124,-1.6095856904493868,-1.70435720735104,-0.025373084033516,0.0570380758466815,-8.749132325364726e-05,5.0395913197728205e-05,0.00016,0.00016,0.0002313235441844,0.0004164998830583,0.000416499882417,1.6803353646877883,5.951192964303308,0.3617777239803032,0.1894915675384168,0.002990100499285,2.033440315148689,14.28110107815752,1.11435351287141,11.044925310069702,0.943140930909876,11.585288891014573,5.249489069169588,-78.35508674714342,155.128070847158,2476186.099999272,1.2284740156668064,0.943140930909876,2.0334403151486904,0.9431409309098766,0.0010752996661993,0.0011877929648544,0.0011877929648544,0.0,7.664888680407059,0.0120244536518427,14.28110107815752,11.585288891014573,1.11435351287141,5.249489069169588,11.044925310069702,1008.09383047528,1.2207417072798636,0.2,1e-05,0.0001062991905054,2013-10-31 00:00:00,70.68990243445893,,70.68990243445893
