DN,BottomTemp,Temperature,BottomSalCorrected,Salinity,dayDN,dailyAverage,AvgEstimatedTemp,oceanSalEstimate
2013-04-05 03:25:00,,10.67,,30.340710729332077,2013-04-05,9.804166666666667,10.382798778084261,27.931611531569317
2013-04-06 04:50:00,,10.53,,29.958400488211065,2013-04-06,9.720833333333333,10.308354333639818,27.74045641100881
2013-04-07 05:10:00,,10.530000000670553,,29.8447307196184,2013-04-07,9.9,10.368076556085557,27.68362152671248
2013-04-08 18:55:00,,10.28999999899417,,30.159355440884674,2013-04-08,9.843478260869565,10.269235975816619,27.840933887345614
2013-04-09 18:50:00,,10.119999999664724,,30.561266777627296,2013-04-09,9.9125,10.23557655575028,28.041889555716928
2013-04-10 08:10:00,,10.19,,30.14825032892088,2013-04-10,10.012500000000001,10.292243222528706,27.83538133136372
2013-04-11 20:50:00,,10.560000000670554,,30.14027982267239,2013-04-11,9.941666666666666,10.391965444974446,27.83139607823947
2013-04-12 08:50:00,,10.160000000670552,,30.36845764797497,2013-04-12,10.020833333333334,10.285021000530001,27.945484990890762
2013-04-13 21:50:00,,10.839999999664723,,29.76383841776546,2013-04-13,9.883333333333333,10.465854333528057,27.643175375786008
2013-04-14 10:00:00,,10.250000000335277,,29.80614546911662,2013-04-14,9.766666666666667,10.23029877819602,27.664328901461587
2013-04-15 10:40:00,,10.110000000335276,,29.809754762215384,2013-04-15,9.720833333333333,10.168354333751575,27.66613354801097
2013-04-16 11:15:00,,10.24,,29.686173514980112,2013-04-16,9.883333333333333,10.265854333639817,27.604342924393336
2013-04-17 12:05:00,,10.04,,29.76512323975564,2013-04-17,10.012500000000001,10.242243222528707,27.6438177867811
2013-04-18 02:15:00,,11.45,,29.20956516302236,2013-04-18,10.316666666666666,10.813632111417595,27.36603874841446
2013-04-19 14:10:00,,10.969999999664724,,28.338004186125247,2013-04-19,10.512500000000001,10.718909889083614,26.930258259965903
2013-04-20 15:45:00,,10.67,,28.85528116867614,2013-04-20,10.565217391304348,10.636482352963489,27.188896751241348
2013-04-21 17:05:00,,10.26,,29.431540841364864,2013-04-21,11.070833333333333,10.668354333639817,27.477026587585712
2013-04-22 17:55:00,,10.07,,29.38121735417967,2013-04-22,10.862499999999999,10.535576555862038,27.451864843993114
2013-04-23 17:55:00,,8.82,,30.445880377243306,2013-04-23,10.258333333333333,9.917521000306484,27.98419635552493
2013-04-24 18:40:00,,8.9,,30.4059504591978,2013-04-24,9.950000000000001,9.841409889195374,27.96423139650218
2013-04-25 19:35:00,,9.34,,30.300546802388933,2013-04-25,9.579166666666667,9.864465444750927,27.911529568097745
2013-04-26 19:20:00,,9.0,,30.27237683066865,2013-04-26,9.533333333333333,9.735854333639816,27.897444582237604
2013-04-27 07:00:00,,8.72,,30.52614063703261,2013-04-27,10.095833333333333,9.830021000306482,28.024326485419586
