DN,AirTemp
2013-02-27 23:30:00,9.87423
2013-02-27 23:40:00,10.1625
2013-02-27 23:49:59,10.05529
2013-02-28 00:00:00,10.14659
2013-02-28 00:10:00,10.22483
2013-02-28 00:20:00,10.31029
2013-02-28 00:30:00,10.16839
2013-02-28 00:40:00,9.975751
2013-02-28 00:50:00,9.815137
2013-02-28 01:00:00,9.854265
2013-02-28 01:10:00,9.896881
2013-02-28 01:19:59,9.729562
2013-02-28 01:30:00,9.498777
2013-02-28 01:40:00,9.374185
2013-02-28 01:50:00,9.283006
2013-02-28 02:00:00,9.129298
2013-02-28 02:10:00,9.067846
2013-02-28 02:20:00,9.172888
2013-02-28 02:30:00,9.125285
2013-02-28 02:40:00,9.074224
2013-02-28 02:49:59,9.088291
2013-02-28 03:00:00,9.118722
2013-02-28 03:10:00,9.157704
2013-02-28 03:20:00,9.156036
2013-02-28 03:30:00,9.040092
2013-02-28 03:40:00,9.067436
2013-02-28 03:50:00,9.158882
2013-02-28 04:00:00,9.37885
2013-02-28 04:10:00,9.468512
2013-02-28 04:19:59,9.4512
2013-02-28 04:30:00,9.201234
2013-02-28 04:40:00,8.857007
2013-02-28 04:50:00,8.935774
2013-02-28 05:00:00,9.104708
2013-02-28 05:10:00,9.125154
2013-02-28 05:20:00,9.023095
2013-02-28 05:30:00,9.051908
2013-02-28 05:40:00,9.040962
2013-02-28 05:49:59,8.956507
2013-02-28 06:00:00,8.968439
2013-02-28 06:10:00,9.189786
2013-02-28 06:20:00,9.298295
2013-02-28 06:30:00,9.306108
2013-02-28 06:40:00,9.353751
2013-02-28 06:50:00,9.572005
2013-02-28 07:00:00,10.467
2013-02-28 07:10:00,10.73446
2013-02-28 07:19:59,10.71549
2013-02-28 07:30:00,10.67786
2013-02-28 07:40:00,10.73643
2013-02-28 07:50:00,10.73053
2013-02-28 08:00:00,10.71384
2013-02-28 08:10:00,10.64104
2013-02-28 08:20:00,10.62472
2013-02-28 08:30:00,10.52718
2013-02-28 08:40:00,10.50643
2013-02-28 08:49:59,10.49953
2013-02-28 09:00:00,10.53829
2013-02-28 09:10:00,10.49877
2013-02-28 09:20:00,10.4622
2013-02-28 09:30:00,10.36224
2013-02-28 09:40:00,10.30644
2013-02-28 09:50:00,10.22571
2013-02-28 10:00:00,10.18023
2013-02-28 10:10:00,10.15026
2013-02-28 10:19:59,10.17742
2013-02-28 10:30:00,10.1093
2013-02-28 10:40:00,10.0783
2013-02-28 10:50:00,9.960616
2013-02-28 11:00:00,9.883245
2013-02-28 11:10:00,9.866225
