DN,Integrated Highpass,TempDiff
2013-01-22 22:40:00,0.0,-0.10645675106388944
2013-01-22 22:45:00,-0.00036025238107670587,0.05802355807582982
2013-01-22 22:50:00,-0.0007192724536318725,0.023037628224472473
2013-01-22 22:55:00,-0.0010770205547172558,-0.015847927971081366
2013-01-22 23:00:00,-0.0014334568707626905,-0.004508676026191372
2013-01-22 23:04:59,-0.0017885414403347854,-0.027829802650926327
2013-01-22 23:10:00,-0.0021422341569299914,0.03636531548246913
2013-01-22 23:15:00,-0.002494494771802021,0.10664108374736797
2013-01-22 23:20:00,-0.002845282896823592,0.10695568164274621
2013-01-22 23:25:00,-0.003194558007382471,0.03958854451173832
2013-01-22 23:30:00,-0.0035422794453117794,0.08038799288560206
2013-01-22 23:35:00,-0.0038884064218545266,0.07303563612337871
2013-01-22 23:40:00,-0.004232898020662334,0.07533355304853623
2013-01-22 23:45:00,-0.004575713200828302,0.03231875403983908
2013-01-22 23:49:59,-0.004916810799953971,0.06362106258854744
2013-01-22 23:55:00,-0.00525614953725033,0.005784410685230723
2013-01-23 00:00:00,-0.005593688016672816,0.012517835491803964
2013-01-23 00:05:00,-0.005929384730090239,0.25623682044923846
2013-01-23 00:10:00,-0.006263198060487579,0.22084959013177513
2013-01-23 00:15:00,-0.00659508628520258,0.2998090691034153
2013-01-23 00:20:00,-0.006925007579196076,0.08724214112766915
2013-01-23 00:25:00,-0.007252920018355966,0.2643540346505692
2013-01-23 00:30:00,-0.007578781582834771,0.259738332682505
2013-01-23 00:34:59,-0.007902550160420673,0.2856129835357791
2013-01-23 00:40:00,-0.008224183549941968,0.3120737592676631
2013-01-23 00:45:00,-0.008543639464704829,0.40886139975668906
2013-01-23 00:50:00,-0.00886087553596428,0.2407918324617278
2013-01-23 00:55:00,-0.009175849316428304,0.2439077761931991
2013-01-23 01:00:00,-0.009488518283794942,0.37413002627052555
2013-01-23 01:05:00,-0.009798839844322326,0.3899096446637801
2013-01-23 01:10:00,-0.010106771336431482,0.31426085294229283
2013-01-23 01:15:00,-0.010412270034341826,0.3893813501953322
2013-01-23 01:19:59,-0.01071529315173921,0.49130191509604837
2013-01-23 01:25:00,-0.011015797845476407,0.3654960512055185
2013-01-23 01:30:00,-0.011313741219305886,0.43260896137694727
2013-01-23 01:35:00,-0.011609080327644773,0.3797588307023229
2013-01-23 01:40:00,-0.01190177217937183,0.3779510255155037
2013-01-23 01:45:00,-0.012191773741656326,0.2751540963764571
2013-01-23 01:50:00,-0.01247904194381866,0.2428354899857249
2013-01-23 01:55:00,-0.012763533681222556,0.2835812139128892
2013-01-23 02:00:00,-0.013045205819198711,0.86995392113944
2013-01-23 02:04:59,-0.013324015196999703,0.8628574916579468
2013-01-23 02:10:00,-0.013599918631786024,0.8495020445909525
2013-01-23 02:15:00,-0.013872872922643038,0.8269142021841416
2013-01-23 02:20:00,-0.014142834854628722,0.7779199479387517
2013-01-23 02:25:00,-0.01440976120285198,0.757395592334499
2013-01-23 02:30:00,-0.014673608736581373,0.6792349484080042
2013-01-23 02:35:00,-0.014934334223384069,0.599028057074874
2013-01-23 02:40:00,-0.015191894433294805,0.5471176529187476
2013-01-23 02:45:00,-0.015446246143014696,0.5448815978203019
2013-01-23 02:49:59,-0.015697346140139658,0.5345407704589533
2013-01-23 02:55:00,-0.01594515122741826,0.5319088812201713
2013-01-23 03:00:00,-0.01618961822703878,0.518221034753663
2013-01-23 03:05:00,-0.016430703984945262,0.5087009537103073
2013-01-23 03:10:00,-0.01666836537518234,0.5183891808205119
2013-01-23 03:15:00,-0.01690255930426863,0.51880753799916
2013-01-23 03:20:00,-0.017133242715598396,0.5213559690896779
2013-01-23 03:25:00,-0.017360372593871368,0.49314803691879266
2013-01-23 03:30:00,-0.017583905969550333,0.45277357015820646
2013-01-23 03:34:59,-0.017803799923346377,0.453975321507263
2013-01-23 03:40:00,-0.018020011590731463,0.38468199686003923
2013-01-23 03:45:00,-0.018232498166478088,0.4053576635923372
2013-01-23 03:50:00,-0.018441216909225806,0.18736570865546198
2013-01-23 03:55:00,-0.018646125146074298,0.06774987270702809
2013-01-23 04:00:00,-0.01884718027720276,-0.015646171060661573
2013-01-23 04:05:00,-0.01904433978051532,-0.06642121709836513
2013-01-23 04:10:00,-0.019237561216312205,0.11577741861054136
2013-01-23 04:15:00,-0.019426802231986368,0.21371344004817017
2013-01-23 04:19:59,-0.0196120205667453,0.0810717385592652
2013-01-23 04:25:00,-0.019793174056357738,0.18098136398240317
2013-01-23 04:30:00,-0.019970220637924918,0.13919986247271976
2013-01-23 04:35:00,-0.02014311835467616,0.12019559276745906
