DN,midestuary,upriver,downriver
2012-12-12 17:15:00,,,
2012-12-12 17:20:00,,,
2012-12-12 17:25:00,,,
2012-12-12 17:30:00,,,
2012-12-12 17:35:00,,,
2012-12-12 17:40:00,,,
2012-12-12 17:45:00,,,
2012-12-12 17:50:00,,,
2012-12-12 17:55:00,,,
2012-12-12 18:00:00,,,
2012-12-12 18:05:00,,,
2012-12-12 18:10:00,,,
2012-12-12 18:15:00,,,
2012-12-12 18:20:00,,,
2012-12-12 18:25:00,,,
2012-12-12 18:30:00,,,
2012-12-12 18:35:00,,,
2012-12-12 18:40:00,,,
2012-12-12 18:45:00,,,
2012-12-12 18:50:00,,,
2012-12-12 18:55:00,,,
2012-12-12 19:00:00,,,
2012-12-12 19:05:00,,,
2012-12-12 19:10:00,,,
2012-12-12 19:15:00,,,
2012-12-12 19:20:00,,,
2012-12-12 19:25:00,,,
2012-12-12 19:30:00,,,
2012-12-12 19:35:00,,,
2012-12-12 19:40:00,,,
2012-12-12 19:45:00,,,
2012-12-12 19:50:00,,,
2012-12-12 19:55:00,,,
2012-12-12 20:00:00,,,
2012-12-12 20:05:00,,,
2012-12-12 20:10:00,,,
2012-12-12 20:15:00,,,
2012-12-12 20:20:00,,,
2012-12-12 20:25:00,,,
2012-12-12 20:30:00,,,
2012-12-12 20:35:00,,,
2012-12-12 20:40:00,,,
2012-12-12 20:45:00,,,
2012-12-12 20:50:00,,,
2012-12-12 20:55:00,,,
2012-12-12 21:00:00,,,
2012-12-12 21:05:00,,,
2012-12-12 21:10:00,,,
2012-12-12 21:15:00,,,
2012-12-12 21:20:00,,8.23,
2012-12-12 21:25:00,,8.2,
2012-12-12 21:30:00,,8.18,
2012-12-12 21:35:00,,8.18,
2012-12-12 21:40:00,,8.2,
2012-12-12 21:45:00,,8.18,
2012-12-12 21:50:00,,8.16,
2012-12-12 21:55:00,,8.18,10.59
2012-12-12 22:00:00,,8.18,10.6
2012-12-12 22:05:00,,8.18,10.43
2012-12-12 22:10:00,,8.12,10.46
2012-12-12 22:15:00,,8.11,10.35
2012-12-12 22:20:00,,8.16,10.39
2012-12-12 22:25:00,,8.19,10.39
2012-12-12 22:30:00,,8.15,10.41
2012-12-12 22:35:00,,8.09,10.36
2012-12-12 22:40:00,,8.14,10.22
2012-12-12 22:45:00,,8.04,10.21
2012-12-12 22:50:00,,8.04,10.15
2012-12-12 22:55:00,,8.01,10.04
2012-12-12 23:00:00,,7.98,10.07
2012-12-12 23:05:00,,8.16,10.04
2012-12-12 23:10:00,,8.08,9.9
2012-12-12 23:15:00,,8.02,9.92
2012-12-12 23:20:00,,7.97,9.82
2012-12-12 23:25:00,,7.97,9.81
2012-12-12 23:30:00,,7.98,9.8
2012-12-12 23:35:00,,7.96,9.81
2012-12-12 23:40:00,,7.94,9.78
2012-12-12 23:45:00,,7.96,9.73
2012-12-12 23:50:00,,7.94,9.71
2012-12-12 23:55:00,,7.94,9.67
2012-12-13 00:00:00,,7.93,9.63
2012-12-13 00:05:00,,7.94,9.53
2012-12-13 00:10:00,,7.93,9.53
2012-12-13 00:15:00,,7.94,9.5
2012-12-13 00:20:00,,7.93,9.46
2012-12-13 00:25:00,,7.93,9.43
2012-12-13 00:30:00,,7.91,9.37
2012-12-13 00:35:00,,7.93,9.34
2012-12-13 00:40:00,,7.93,9.31
2012-12-13 00:45:00,,7.91,9.29
2012-12-13 00:50:00,,7.91,9.24
2012-12-13 00:55:00,,7.91,9.22
2012-12-13 01:00:00,,7.91,9.19
2012-12-13 01:05:00,,7.9,9.16
2012-12-13 01:10:00,,7.9,9.13
2012-12-13 01:15:00,,7.91,9.12
2012-12-13 01:20:00,,7.91,9.1
2012-12-13 01:25:00,,7.91,9.07
2012-12-13 01:30:00,,7.91,9.06
2012-12-13 01:35:00,,7.91,9.02
2012-12-13 01:40:00,,7.9,8.97
2012-12-13 01:45:00,,7.91,8.96
2012-12-13 01:50:00,,7.93,8.93
2012-12-13 01:55:00,,7.91,8.92
2012-12-13 02:00:00,,7.91,8.88
2012-12-13 02:05:00,,7.91,8.85
2012-12-13 02:10:00,,7.91,8.8
2012-12-13 02:15:00,,7.91,8.76
2012-12-13 02:20:00,,7.93,8.69
2012-12-13 02:25:00,,7.93,8.59
2012-12-13 02:30:00,,7.91,8.46
2012-12-13 02:35:00,,7.91,8.56
2012-12-13 02:40:00,,7.9,8.55
2012-12-13 02:45:00,,7.9,8.44
2012-12-13 02:50:00,,7.91,8.46
2012-12-13 02:55:00,,7.91,8.48
2012-12-13 03:00:00,,7.91,8.55
2012-12-13 03:05:00,,7.9,8.58
2012-12-13 03:10:00,,7.9,8.58
2012-12-13 03:15:00,,7.91,8.58
2012-12-13 03:20:00,,7.91,8.58
2012-12-13 03:25:00,,7.9,8.59
2012-12-13 03:30:00,,7.91,8.59
2012-12-13 03:35:00,,7.91,8.56
2012-12-13 03:40:00,,7.91,8.55
2012-12-13 03:45:00,,7.91,8.54
2012-12-13 03:50:00,,7.91,8.51
2012-12-13 03:55:00,,7.9,8.48
2012-12-13 04:00:00,,7.91,8.39
2012-12-13 04:05:00,,7.91,8.41
2012-12-13 04:10:00,,7.91,8.45
2012-12-13 04:15:00,,7.9,8.8
2012-12-13 04:20:00,,7.89,8.76
2012-12-13 04:25:00,,7.91,8.99
2012-12-13 04:30:00,,7.91,8.62
2012-12-13 04:35:00,,7.91,8.72
2012-12-13 04:40:00,,7.91,8.93
2012-12-13 04:45:00,,7.91,8.89
2012-12-13 04:50:00,,7.91,9.1
2012-12-13 04:55:00,,7.93,8.9
2012-12-13 05:00:00,,7.94,9.1
2012-12-13 05:05:00,,7.93,9.09
2012-12-13 05:10:00,,7.96,9.06
2012-12-13 05:15:00,,7.93,9.13
2012-12-13 05:20:00,,7.94,9.5
2012-12-13 05:25:00,,7.87,9.97
2012-12-13 05:30:00,,7.89,10.35
2012-12-13 05:35:00,,7.93,10.5
2012-12-13 05:40:00,,7.96,10.62
2012-12-13 05:45:00,,7.98,10.75
2012-12-13 05:50:00,,8.07,10.93
2012-12-13 05:55:00,,8.07,11.0
2012-12-13 06:00:00,,7.98,11.06
2012-12-13 06:05:00,,7.93,11.17
2012-12-13 06:10:00,,7.87,11.16
2012-12-13 06:15:00,,7.86,11.2
2012-12-13 06:20:00,,7.78,11.23
2012-12-13 06:25:00,,7.8,11.24
2012-12-13 06:30:00,,7.86,11.24
2012-12-13 06:35:00,,7.83,11.18
2012-12-13 06:40:00,,7.82,11.18
2012-12-13 06:45:00,,7.75,10.92
2012-12-13 06:50:00,,7.87,11.23
2012-12-13 06:55:00,,7.97,11.24
2012-12-13 07:00:00,,7.96,11.23
2012-12-13 07:05:00,,8.0,11.23
2012-12-13 07:10:00,,8.02,11.27
2012-12-13 07:15:00,,8.02,11.28
2012-12-13 07:20:00,,7.93,11.14
2012-12-13 07:25:00,,7.93,11.28
2012-12-13 07:30:00,,7.89,11.27
2012-12-13 07:35:00,,7.85,11.31
2012-12-13 07:40:00,,7.83,11.21
2012-12-13 07:45:00,,7.82,11.26
2012-12-13 07:50:00,,7.79,11.13
2012-12-13 07:55:00,,7.94,10.8
2012-12-13 08:00:00,,7.78,10.94
2012-12-13 08:05:00,,7.75,11.09
2012-12-13 08:10:00,,7.79,11.09
2012-12-13 08:15:00,,7.71,10.83
2012-12-13 08:20:00,,7.75,10.9
2012-12-13 08:25:00,,7.71,10.99
2012-12-13 08:30:00,,7.75,11.06
2012-12-13 08:35:00,,7.72,11.1
2012-12-13 08:40:00,,7.76,11.1
2012-12-13 08:45:00,,7.72,11.11
2012-12-13 08:50:00,,7.73,11.14
2012-12-13 08:55:00,,7.78,11.14
2012-12-13 09:00:00,,7.89,11.04
2012-12-13 09:05:00,,7.86,11.04
2012-12-13 09:10:00,,7.97,11.14
2012-12-13 09:15:00,,7.97,11.17
2012-12-13 09:20:00,,7.94,11.17
2012-12-13 09:25:00,,7.82,11.14
2012-12-13 09:30:00,,7.86,11.14
2012-12-13 09:35:00,,7.78,11.1
2012-12-13 09:40:00,,7.73,11.06
2012-12-13 09:45:00,,7.73,11.07
2012-12-13 09:50:00,,7.75,11.04
2012-12-13 09:55:00,,7.73,11.06
2012-12-13 10:00:00,,7.73,11.07
2012-12-13 10:05:00,,7.73,11.09
2012-12-13 10:10:00,,7.73,10.41
2012-12-13 10:15:00,,7.71,10.29
2012-12-13 10:20:00,,7.72,10.28
2012-12-13 10:25:00,,7.71,10.21
2012-12-13 10:30:00,,7.73,10.41
2012-12-13 10:35:00,,7.71,10.36
2012-12-13 10:40:00,,7.73,10.07
2012-12-13 10:45:00,,7.72,10.14
2012-12-13 10:50:00,,7.73,10.21
2012-12-13 10:55:00,,7.73,10.18
2012-12-13 11:00:00,,7.73,10.25
2012-12-13 11:05:00,,7.75,10.22
2012-12-13 11:10:00,,7.72,10.18
2012-12-13 11:15:00,,7.71,9.94
2012-12-13 11:20:00,,7.73,9.84
2012-12-13 11:25:00,,7.71,10.09
2012-12-13 11:30:00,,7.72,9.95
2012-12-13 11:35:00,,7.71,10.04
2012-12-13 11:40:00,,7.72,9.95
2012-12-13 11:45:00,,7.73,9.94
2012-12-13 11:50:00,,7.71,9.87
2012-12-13 11:55:00,,7.69,9.84
2012-12-13 12:00:00,,7.69,9.77
2012-12-13 12:05:00,,7.69,9.87
2012-12-13 12:10:00,,7.68,9.73
2012-12-13 12:15:00,,7.68,9.82
2012-12-13 12:20:00,,7.68,9.81
2012-12-13 12:25:00,,7.68,9.71
2012-12-13 12:30:00,,7.69,9.63
2012-12-13 12:35:00,,7.68,9.67
2012-12-13 12:40:00,,7.65,9.67
2012-12-13 12:45:00,,7.64,9.46
2012-12-13 12:50:00,,7.64,9.54
2012-12-13 12:55:00,,7.64,9.56
2012-12-13 13:00:00,,7.61,9.47
2012-12-13 13:05:00,,7.61,9.31
2012-12-13 13:10:00,,7.58,9.33
2012-12-13 13:15:00,,7.58,9.23
2012-12-13 13:20:00,,7.57,9.16
2012-12-13 13:25:00,,7.57,8.85
2012-12-13 13:30:00,,7.58,9.05
2012-12-13 13:35:00,,7.55,8.86
2012-12-13 13:40:00,,7.55,8.89
2012-12-13 13:45:00,,7.55,8.76
2012-12-13 13:50:00,,7.54,8.71
2012-12-13 13:55:00,,7.51,8.72
2012-12-13 14:00:00,,7.49,8.71
2012-12-13 14:05:00,,7.5,8.73
2012-12-13 14:10:00,,7.49,8.65
2012-12-13 14:15:00,,7.51,8.59
2012-12-13 14:20:00,,7.47,8.55
2012-12-13 14:25:00,,7.49,8.54
2012-12-13 14:30:00,,7.46,8.58
2012-12-13 14:35:00,,7.46,8.73
2012-12-13 14:40:00,,7.43,8.76
2012-12-13 14:45:00,,7.46,8.83
2012-12-13 14:50:00,,7.44,8.89
2012-12-13 14:55:00,,7.47,8.88
2012-12-13 15:00:00,,7.44,9.19
2012-12-13 15:05:00,,7.42,9.34
2012-12-13 15:10:00,,7.49,9.22
2012-12-13 15:15:00,,7.49,9.34
2012-12-13 15:20:00,,7.49,9.31
2012-12-13 15:25:00,,7.5,9.24
2012-12-13 15:30:00,,7.4,9.19
2012-12-13 15:35:00,,7.43,9.12
2012-12-13 15:40:00,,7.44,9.06
2012-12-13 15:45:00,,7.46,9.02
2012-12-13 15:50:00,,7.44,8.97
2012-12-13 15:55:00,,7.43,9.05
2012-12-13 16:00:00,,7.54,9.31
2012-12-13 16:05:00,,7.57,9.84
2012-12-13 16:10:00,,7.62,10.07
2012-12-13 16:15:00,,7.54,9.84
2012-12-13 16:20:00,,7.44,10.01
2012-12-13 16:25:00,,7.49,9.53
2012-12-13 16:30:00,,7.55,9.53
2012-12-13 16:35:00,,7.49,9.23
2012-12-13 16:40:00,,7.33,9.4
2012-12-13 16:45:00,,7.44,9.12
2012-12-13 16:50:00,,7.42,10.93
2012-12-13 16:55:00,,7.37,10.97
2012-12-13 17:00:00,,7.35,10.93
2012-12-13 17:05:00,,7.36,10.96
2012-12-13 17:10:00,,7.37,10.82
2012-12-13 17:15:00,,7.5,10.83
2012-12-13 17:20:00,,7.43,10.94
2012-12-13 17:25:00,,7.5,11.0
2012-12-13 17:30:00,,7.51,10.93
2012-12-13 17:35:00,,7.62,10.96
2012-12-13 17:40:00,,7.58,11.01
2012-12-13 17:45:00,,7.58,10.99
2012-12-13 17:50:00,,7.6,10.97
2012-12-13 17:55:00,,7.47,10.94
2012-12-13 18:00:00,,7.57,10.96
2012-12-13 18:05:00,,7.57,10.94
2012-12-13 18:10:00,,7.54,10.93
2012-12-13 18:15:00,,7.5,10.93
2012-12-13 18:20:00,,7.57,10.96
2012-12-13 18:25:00,,7.57,10.94
2012-12-13 18:30:00,,7.6,10.94
2012-12-13 18:35:00,,7.65,10.94
2012-12-13 18:40:00,,7.75,10.92
2012-12-13 18:45:00,,7.75,10.93
2012-12-13 18:50:00,,7.82,10.94
2012-12-13 18:55:00,,7.87,10.92
2012-12-13 19:00:00,,7.94,10.96
2012-12-13 19:05:00,,8.12,10.93
2012-12-13 19:10:00,,8.0,10.94
2012-12-13 19:15:00,,8.07,10.94
2012-12-13 19:20:00,,8.0,10.94
2012-12-13 19:25:00,,8.01,10.94
2012-12-13 19:30:00,,8.04,10.94
2012-12-13 19:35:00,,8.09,10.86
2012-12-13 19:40:00,,7.94,10.84
2012-12-13 19:45:00,,7.94,10.86
2012-12-13 19:50:00,,7.89,10.86
2012-12-13 19:55:00,,7.9,10.87
2012-12-13 20:00:00,,7.82,10.86
2012-12-13 20:05:00,,7.79,10.86
2012-12-13 20:10:00,,7.73,10.87
2012-12-13 20:15:00,,7.72,10.84
2012-12-13 20:20:00,,7.72,10.89
2012-12-13 20:25:00,,7.73,10.82
2012-12-13 20:30:00,,7.73,10.92
2012-12-13 20:35:00,,7.72,10.9
2012-12-13 20:40:00,,7.71,10.92
2012-12-13 20:45:00,,7.73,10.93
2012-12-13 20:50:00,,7.72,10.92
2012-12-13 20:55:00,,7.78,10.94
2012-12-13 21:00:00,,7.75,10.92
2012-12-13 21:05:00,,7.76,10.75
2012-12-13 21:10:00,,7.72,10.67
2012-12-13 21:15:00,,7.79,10.79
2012-12-13 21:20:00,,7.69,10.59
2012-12-13 21:25:00,,7.72,10.59
2012-12-13 21:30:00,,7.62,10.42
2012-12-13 21:35:00,,7.76,10.41
2012-12-13 21:40:00,,7.67,10.33
2012-12-13 21:45:00,,7.55,10.48
2012-12-13 21:50:00,,7.53,10.22
2012-12-13 21:55:00,,7.5,10.05
2012-12-13 22:00:00,,7.5,10.12
2012-12-13 22:05:00,,7.47,9.88
2012-12-13 22:10:00,,7.47,10.15
2012-12-13 22:15:00,,7.47,10.14
2012-12-13 22:20:00,,7.47,10.14
2012-12-13 22:25:00,,7.5,10.05
2012-12-13 22:30:00,,7.47,10.07
2012-12-13 22:35:00,,7.46,9.95
2012-12-13 22:40:00,,7.46,9.94
2012-12-13 22:45:00,,7.46,9.84
2012-12-13 22:50:00,,7.46,9.81
2012-12-13 22:55:00,,7.43,9.75
2012-12-13 23:00:00,,7.44,9.73
2012-12-13 23:05:00,,7.44,9.71
2012-12-13 23:10:00,,7.42,9.61
2012-12-13 23:15:00,,7.4,9.6
2012-12-13 23:20:00,,7.39,9.51
2012-12-13 23:25:00,,7.36,9.58
2012-12-13 23:30:00,,7.29,9.48
2012-12-13 23:35:00,,7.25,9.5
2012-12-13 23:40:00,,7.22,9.39
2012-12-13 23:45:00,,7.18,9.34
2012-12-13 23:50:00,,7.15,9.31
2012-12-13 23:55:00,,7.13,9.19
2012-12-14 00:00:00,,7.11,9.16
2012-12-14 00:05:00,,7.11,9.07
2012-12-14 00:10:00,,7.07,9.03
2012-12-14 00:15:00,,7.14,9.03
2012-12-14 00:20:00,,7.02,8.99
2012-12-14 00:25:00,,7.03,8.99
2012-12-14 00:30:00,,7.02,8.89
2012-12-14 00:35:00,,6.99,8.86
2012-12-14 00:40:00,,6.96,8.82
2012-12-14 00:45:00,,6.96,8.75
2012-12-14 00:50:00,,7.0,8.72
2012-12-14 00:55:00,,6.93,8.69
2012-12-14 01:00:00,,6.9,8.63
2012-12-14 01:05:00,,6.89,8.61
2012-12-14 01:10:00,,6.89,8.56
2012-12-14 01:15:00,,6.92,8.52
2012-12-14 01:20:00,,6.89,8.49
2012-12-14 01:25:00,,6.86,8.45
2012-12-14 01:30:00,,6.86,8.41
2012-12-14 01:35:00,,6.82,8.39
2012-12-14 01:40:00,,6.82,8.38
2012-12-14 01:45:00,,6.85,8.37
2012-12-14 01:50:00,,6.82,8.34
2012-12-14 01:55:00,,6.82,8.29
2012-12-14 02:00:00,,6.81,8.27
2012-12-14 02:05:00,,6.82,8.22
2012-12-14 02:10:00,,6.79,8.22
2012-12-14 02:15:00,,6.79,8.2
2012-12-14 02:20:00,,6.85,8.17
2012-12-14 02:25:00,,6.82,8.15
2012-12-14 02:30:00,,6.79,8.11
2012-12-14 02:35:00,,6.81,8.07
2012-12-14 02:40:00,,6.81,7.97
2012-12-14 02:45:00,,6.81,7.86
2012-12-14 02:50:00,,6.82,7.74
2012-12-14 02:55:00,,6.81,7.87
2012-12-14 03:00:00,,6.82,7.63
2012-12-14 03:05:00,,6.82,7.46
2012-12-14 03:10:00,,6.81,7.35
2012-12-14 03:15:00,,6.82,7.23
2012-12-14 03:20:00,,6.82,7.19
2012-12-14 03:25:00,,6.85,7.13
2012-12-14 03:30:00,,6.84,7.03
2012-12-14 03:35:00,,6.84,6.88
2012-12-14 03:40:00,,6.85,7.2
2012-12-14 03:45:00,,6.85,7.35
2012-12-14 03:50:00,,6.84,7.44
2012-12-14 03:55:00,,6.88,7.64
2012-12-14 04:00:00,,6.85,7.52
2012-12-14 04:05:00,,6.84,7.67
2012-12-14 04:10:00,,6.86,7.64
2012-12-14 04:15:00,,6.85,7.7
2012-12-14 04:20:00,,6.86,7.77
2012-12-14 04:25:00,,6.86,7.76
2012-12-14 04:30:00,,6.85,7.71
2012-12-14 04:35:00,,6.85,7.73
2012-12-14 04:40:00,,6.85,7.73
2012-12-14 04:45:00,,6.9,7.74
2012-12-14 04:50:00,,6.89,7.73
2012-12-14 04:55:00,,6.86,7.67
2012-12-14 05:00:00,,6.88,7.67
2012-12-14 05:05:00,,6.88,7.6
2012-12-14 05:10:00,,6.85,7.95
2012-12-14 05:15:00,,6.89,8.15
2012-12-14 05:20:00,,6.89,8.2
2012-12-14 05:25:00,,6.89,8.17
2012-12-14 05:30:00,,6.86,8.32
2012-12-14 05:35:00,,6.92,8.31
2012-12-14 05:40:00,,6.92,8.21
2012-12-14 05:45:00,,6.86,8.32
2012-12-14 05:50:00,,6.9,8.34
2012-12-14 05:55:00,,6.93,8.38
2012-12-14 06:00:00,,7.07,8.41
2012-12-14 06:05:00,,6.92,8.58
2012-12-14 06:10:00,,6.93,9.02
2012-12-14 06:15:00,,6.86,9.48
2012-12-14 06:20:00,,6.97,9.94
2012-12-14 06:25:00,,7.13,10.29
2012-12-14 06:30:00,,7.17,10.5
2012-12-14 06:35:00,,7.2,10.59
2012-12-14 06:40:00,,7.31,10.63
2012-12-14 06:45:00,,7.18,10.67
2012-12-14 06:50:00,,7.03,10.7
2012-12-14 06:55:00,,6.95,10.76
2012-12-14 07:00:00,,6.86,10.8
2012-12-14 07:05:00,,6.97,10.83
2012-12-14 07:10:00,,7.0,10.77
2012-12-14 07:15:00,,6.9,10.83
2012-12-14 07:20:00,,6.93,10.84
2012-12-14 07:25:00,,6.82,10.82
2012-12-14 07:30:00,,7.17,10.86
2012-12-14 07:35:00,,7.17,10.84
2012-12-14 07:40:00,,7.21,10.86
2012-12-14 07:45:00,,7.13,10.86
2012-12-14 07:50:00,,7.33,10.87
2012-12-14 07:55:00,,7.37,10.84
2012-12-14 08:00:00,,7.21,10.87
2012-12-14 08:05:00,,7.33,10.89
2012-12-14 08:10:00,,7.21,10.9
2012-12-14 08:15:00,,7.2,10.86
2012-12-14 08:20:00,,7.07,10.89
2012-12-14 08:25:00,,7.26,10.89
2012-12-14 08:30:00,,7.22,10.92
2012-12-14 08:35:00,,7.33,10.89
2012-12-14 08:40:00,,7.31,10.89
2012-12-14 08:45:00,,7.31,10.86
2012-12-14 08:50:00,,7.26,10.82
2012-12-14 08:55:00,,7.25,10.83
2012-12-14 09:00:00,,7.22,10.8
2012-12-14 09:05:00,,7.28,10.76
2012-12-14 09:10:00,,7.31,10.5
2012-12-14 09:15:00,,7.25,10.59
2012-12-14 09:20:00,,7.22,10.62
2012-12-14 09:25:00,,7.18,10.65
2012-12-14 09:30:00,,7.15,10.66
2012-12-14 09:35:00,,7.13,10.67
2012-12-14 09:40:00,,7.2,10.73
2012-12-14 09:45:00,,7.25,10.75
2012-12-14 09:50:00,,7.2,10.76
2012-12-14 09:55:00,,7.21,10.82
2012-12-14 10:00:00,,7.32,10.82
2012-12-14 10:05:00,,7.29,10.8
2012-12-14 10:10:00,,7.14,10.79
2012-12-14 10:15:00,,7.25,10.73
2012-12-14 10:20:00,,7.26,10.76
2012-12-14 10:25:00,,7.21,10.75
2012-12-14 10:30:00,,7.13,10.7
2012-12-14 10:35:00,,7.1,10.7
2012-12-14 10:40:00,,7.13,10.69
2012-12-14 10:45:00,,7.04,10.7
2012-12-14 10:50:00,,7.06,10.67
2012-12-14 10:55:00,,6.99,10.67
2012-12-14 11:00:00,,6.85,10.72
2012-12-14 11:05:00,,6.79,10.69
2012-12-14 11:10:00,,6.81,10.66
2012-12-14 11:15:00,,6.81,10.59
2012-12-14 11:20:00,,6.82,10.48
2012-12-14 11:25:00,,6.81,10.25
2012-12-14 11:30:00,,6.78,10.22
2012-12-14 11:35:00,,6.81,10.08
2012-12-14 11:40:00,,6.84,10.02
2012-12-14 11:45:00,,6.85,9.78
2012-12-14 11:50:00,,6.82,9.85
2012-12-14 11:55:00,,6.85,9.74
2012-12-14 12:00:00,,6.89,9.68
2012-12-14 12:05:00,,6.88,9.67
2012-12-14 12:10:00,,6.86,9.63
2012-12-14 12:15:00,,6.88,9.57
2012-12-14 12:20:00,,6.88,9.6
2012-12-14 12:25:00,,6.96,9.54
2012-12-14 12:30:00,,6.88,9.47
2012-12-14 12:35:00,,6.9,9.53
2012-12-14 12:40:00,,6.95,9.54
2012-12-14 12:45:00,,6.96,9.36
2012-12-14 12:50:00,,6.96,9.4
2012-12-14 12:55:00,,6.92,9.37
2012-12-14 13:00:00,,6.93,9.39
2012-12-14 13:05:00,,6.93,9.34
2012-12-14 13:10:00,,6.92,9.24
2012-12-14 13:15:00,,6.99,9.17
2012-12-14 13:20:00,,6.97,9.14
2012-12-14 13:25:00,,6.96,9.09
2012-12-14 13:30:00,,6.99,9.05
2012-12-14 13:35:00,,6.96,9.05
2012-12-14 13:40:00,,6.95,8.96
2012-12-14 13:45:00,,6.96,8.93
2012-12-14 13:50:00,,6.97,8.97
2012-12-14 13:55:00,,6.99,8.89
2012-12-14 14:00:00,,6.99,8.83
2012-12-14 14:05:00,,6.97,8.85
2012-12-14 14:10:00,,7.0,8.83
2012-12-14 14:15:00,,7.0,8.79
2012-12-14 14:20:00,,7.0,8.71
2012-12-14 14:25:00,,7.02,8.69
2012-12-14 14:30:00,,7.02,8.78
