DN,midestuary,upriver,downriver
2012-12-14 14:35:00,,7.02,8.66
2012-12-14 14:40:00,,7.02,8.55
2012-12-14 14:45:00,,7.02,8.52
2012-12-14 14:50:00,,7.02,8.49
2012-12-14 14:55:00,,7.03,8.45
2012-12-14 15:00:00,,7.03,8.49
2012-12-14 15:05:00,,7.03,8.54
2012-12-14 15:10:00,,7.04,8.55
2012-12-14 15:15:00,,7.03,8.42
2012-12-14 15:20:00,,7.06,8.35
2012-12-14 15:25:00,,7.06,8.29
2012-12-14 15:30:00,,7.06,8.72
2012-12-14 15:35:00,,7.06,8.85
2012-12-14 15:40:00,,7.06,8.63
2012-12-14 15:45:00,,7.06,8.58
2012-12-14 15:50:00,,7.07,9.0
2012-12-14 15:55:00,,7.07,8.96
2012-12-14 16:00:00,,7.07,8.85
2012-12-14 16:05:00,,7.07,9.16
2012-12-14 16:10:00,,7.14,9.19
2012-12-14 16:15:00,,7.04,9.19
2012-12-14 16:20:00,,7.06,9.13
2012-12-14 16:25:00,,7.13,9.09
2012-12-14 16:30:00,,7.2,9.0
2012-12-14 16:35:00,,7.26,8.95
2012-12-14 16:40:00,,7.28,8.86
2012-12-14 16:45:00,,7.35,8.96
2012-12-14 16:50:00,,7.22,9.14
2012-12-14 16:55:00,,7.31,9.39
2012-12-14 17:00:00,,7.33,9.67
2012-12-14 17:05:00,,7.28,10.07
2012-12-14 17:10:00,,7.13,10.38
2012-12-14 17:15:00,,7.13,10.49
2012-12-14 17:20:00,,7.15,10.65
2012-12-14 17:25:00,,7.1,10.72
2012-12-14 17:30:00,,7.02,10.76
2012-12-14 17:35:00,,7.11,10.83
2012-12-14 17:40:00,,7.15,10.67
2012-12-14 17:45:00,,7.14,10.38
2012-12-14 17:50:00,,7.11,10.76
2012-12-14 17:55:00,,7.14,10.86
2012-12-14 18:00:00,,7.17,10.86
2012-12-14 18:05:00,,7.26,10.86
2012-12-14 18:10:00,,7.33,10.86
2012-12-14 18:15:00,,7.28,10.86
2012-12-14 18:20:00,,7.32,10.86
2012-12-14 18:25:00,,7.49,10.83
2012-12-14 18:30:00,,7.44,10.83
2012-12-14 18:35:00,,7.55,10.82
2012-12-14 18:40:00,,7.57,10.83
2012-12-14 18:45:00,,7.51,10.83
2012-12-14 18:50:00,,7.42,10.83
2012-12-14 18:55:00,,7.51,10.84
2012-12-14 19:00:00,,7.5,10.82
2012-12-14 19:05:00,,7.5,10.8
2012-12-14 19:10:00,,7.72,10.79
2012-12-14 19:15:00,,7.75,10.79
2012-12-14 19:20:00,,7.79,10.79
2012-12-14 19:25:00,,7.78,10.79
2012-12-14 19:30:00,,7.86,10.79
2012-12-14 19:35:00,,7.96,10.82
2012-12-14 19:40:00,,8.01,10.82
2012-12-14 19:45:00,,8.04,10.83
2012-12-14 19:50:00,,8.16,10.8
2012-12-14 19:55:00,,8.18,10.8
2012-12-14 20:00:00,,8.15,10.84
2012-12-14 20:05:00,,8.23,10.84
2012-12-14 20:10:00,,8.19,10.87
2012-12-14 20:15:00,,8.27,10.86
2012-12-14 20:20:00,,8.29,10.86
2012-12-14 20:25:00,,8.19,10.89
2012-12-14 20:30:00,,8.22,10.8
2012-12-14 20:35:00,,8.27,10.8
2012-12-14 20:40:00,,8.19,10.82
2012-12-14 20:45:00,,8.11,10.82
2012-12-14 20:50:00,,8.18,10.8
2012-12-14 20:55:00,,8.01,10.8
2012-12-14 21:00:00,,7.96,10.73
2012-12-14 21:05:00,,7.76,10.7
2012-12-14 21:10:00,,7.71,10.46
2012-12-14 21:15:00,,7.73,10.36
2012-12-14 21:20:00,,7.76,10.33
2012-12-14 21:25:00,,7.72,10.36
2012-12-14 21:30:00,,7.76,10.32
2012-12-14 21:35:00,,7.78,10.36
2012-12-14 21:40:00,,7.72,10.25
2012-12-14 21:45:00,,7.71,10.16
2012-12-14 21:50:00,,7.76,10.05
2012-12-14 21:55:00,,7.72,10.21
2012-12-14 22:00:00,,7.67,10.04
2012-12-14 22:05:00,,7.68,9.9
2012-12-14 22:10:00,,7.71,9.87
2012-12-14 22:15:00,,7.54,10.15
2012-12-14 22:20:00,,7.62,10.18
2012-12-14 22:25:00,,7.57,10.21
2012-12-14 22:30:00,,7.55,10.46
2012-12-14 22:35:00,,7.54,10.08
2012-12-14 22:40:00,,7.51,10.55
2012-12-14 22:45:00,,7.53,10.53
2012-12-14 22:50:00,,7.49,10.32
2012-12-14 22:55:00,,7.49,10.46
2012-12-14 23:00:00,,7.46,10.43
2012-12-14 23:05:00,,7.44,10.45
2012-12-14 23:10:00,,7.46,10.36
2012-12-14 23:15:00,,7.47,10.35
