Tm (UTC),U (m s-1),Tair (degC),RH (%),P (mb),SW_dn (W m-2),LW_dn (W m-2),Lat,Lon
09-Jan-2013 20:00:00,3.67053026712986,6.90659225434129,74.8861470788302,987.561214140029,283.177593929172,304.307175364349,44.3859538,-123.831778
09-Jan-2013 21:00:00,3.84607192913997,6.89875615123521,72.6928102619953,987.157352459958,304.048240891266,297.178102805223,44.3859538,-123.831778
09-Jan-2013 22:00:00,3.86560573382337,6.50289971100485,75.7182508828521,987.208536346642,244.458000751773,298.120149330475,44.3859538,-123.831778
09-Jan-2013 23:00:00,3.63049357851947,5.82093152495998,79.0041119657908,987.189559639285,137.323273148567,299.978106984728,44.3859538,-123.831778
10-Jan-2013 00:00:00,2.98447199787586,5.02952448548796,83.3837148738159,987.413695271078,42.195190719864,289.258414310457,44.3859538,-123.831778
10-Jan-2013 01:00:00,1.42641334497389,4.29188013168595,90.4823228341972,987.200477630872,0,273.226298387796,44.3859538,-123.831778
10-Jan-2013 02:00:00,0.900202541154831,3.89716177914719,93.7617693563792,987.135394528513,0,285.799963099214,44.3859538,-123.831778
10-Jan-2013 03:00:00,0.859920516291326,3.61894519174592,94.2308818410274,986.525635691331,0,284.622751580662,44.3859538,-123.831778
10-Jan-2013 04:00:00,0.237775061506268,3.55973150268282,95.4312519796145,986.531365340618,0,293.975677384058,44.3859538,-123.831778
10-Jan-2013 05:00:00,0.324040729581983,3.33953674805336,95.6134918686884,986.354560549841,0,289.466951196008,44.3859538,-123.831778
10-Jan-2013 06:00:00,0.215437128664338,3.10841753903745,96.3018415808387,986.58310938375,0,287.329721874184,44.3859538,-123.831778
10-Jan-2013 07:00:00,0.273999118745377,3.00802800743156,96.6265165078736,986.825086393513,0,287.941284768886,44.3859538,-123.831778
10-Jan-2013 08:00:00,0.171364785199964,2.72024051484951,97.2382067565526,986.913301156256,0,277.683520821137,44.3859538,-123.831778
10-Jan-2013 09:00:00,0.643268513801807,2.54729093584882,97.1418471272592,987.053192615118,0,277.898875853198,44.3859538,-123.831778
10-Jan-2013 10:00:00,1.81718043466929,2.15024226749475,96.8106167680531,987.759450368737,0,251.705498426788,44.3859538,-123.831778
10-Jan-2013 11:00:00,1.95810322933019,2.39142269291528,94.283212232685,987.740316935187,0,270.623440565583,44.3859538,-123.831778
10-Jan-2013 12:00:00,2.31774396445621,3.36034158869636,81.4612591932549,988.249251658204,0,320.269543147825,44.3859538,-123.831778
10-Jan-2013 13:00:00,1.44948135428552,2.25439979497917,93.8769076550762,988.680777780122,0,263.539214320947,44.3859538,-123.831778
10-Jan-2013 14:00:00,1.58462912374612,2.11869158132178,95.9683699464976,988.688850585953,0,275.945286297194,44.3859538,-123.831778
10-Jan-2013 15:00:00,1.40567235082701,3.00489754086524,96.9984708421988,988.884627021288,0,323.863054834635,44.3859538,-123.831778
10-Jan-2013 16:00:00,4.73782318831133,4.15525846770842,91.9455049993581,989.078476622762,0,328.427139622308,44.3859538,-123.831778
10-Jan-2013 17:00:00,5.6725149642216,4.53639438579141,88.9246065118398,989.226210276965,2.11277453258342,325.706450956322,44.3859538,-123.831778
10-Jan-2013 18:00:00,5.54853340377259,5.10002188234169,86.559994988533,989.542265635848,110.322179077612,292.185676120394,44.3859538,-123.831778
10-Jan-2013 19:00:00,5.15711938517926,5.34638633199598,85.7853978201701,989.897282781455,96.6195659240066,319.299475815489,44.3859538,-123.831778
10-Jan-2013 20:00:00,6.64456087348796,6.25467975710708,81.838724104968,990.195709620275,306.213039329818,287.226922387511,44.3859538,-123.831778
10-Jan-2013 21:00:00,5.80293120830145,5.71504721739347,85.2023545703402,990.105210675106,110.192688776232,324.773009375508,44.3859538,-123.831778
10-Jan-2013 22:00:00,6.85053717383813,6.24757260213057,79.160417061638,990.391064478284,257.059598779837,291.243567186968,44.3859538,-123.831778
10-Jan-2013 23:00:00,6.64071319537083,5.79681708665413,79.7811426588575,990.744003163152,218.952909189478,252.247077549977,44.3859538,-123.831778
