Tm (UTC),U (m s-1),Tair (degC),RH (%),P (mb),SW_dn (W m-2),LW_dn (W m-2),Lat,Lon
08-Feb-2014 23:00:00,5.33084166627133,7.7070268632815,85.6982903856997,1002.92119284636,25.4946415289201,347.562245033322,44.4380416666667,-124.065175
09-Feb-2014 00:00:00,6.52002172585433,7.57510953257737,86.7856056497664,1002.62828474539,8.00048339353152,349.991471682108,44.4380416666667,-124.065175
09-Feb-2014 01:00:00,4.48445503493109,9.24785005672032,97.8992893858762,998.491490604483,5.97655468802793,354.051233791637,44.4380416666667,-124.065175
09-Feb-2014 02:00:00,9.75035923168507,11.5822833614096,96.950105502939,997.797866927457,0,369.322218502804,44.4380416666667,-124.065175
09-Feb-2014 03:00:00,11.9215283374689,10.58590419964,99.4241785862349,998.727299462512,0,367.486639306076,44.4380416666667,-124.065175
09-Feb-2014 04:00:00,10.7232625554908,10.2157731375296,101.349926508989,1000.21565277955,0,365.585292617329,44.4380416666667,-124.065175
09-Feb-2014 05:00:00,8.46131039882006,9.23325831019634,98.9133751505839,1003.3595228289,0,364.763393911074,44.4380416666667,-124.065175
09-Feb-2014 06:00:00,5.01541068521249,7.63210855620171,97.0706226510521,1007.14412593067,0,354.011293321739,44.4380416666667,-124.065175
09-Feb-2014 07:00:00,5.2989431041554,6.77316764580196,93.9799473008281,1008.73183340453,0,345.554327236823,44.4380416666667,-124.065175
09-Feb-2014 08:00:00,3.25868228509134,6.30255126600932,94.2614179897716,1009.93707622189,0,340.576038154502,44.4380416666667,-124.065175
09-Feb-2014 09:00:00,5.61670248700243,6.63204571043441,89.4349158700512,1010.27561280579,0,341.510216560911,44.4380416666667,-124.065175
09-Feb-2014 10:00:00,4.92454488790046,6.5485063022219,90.0747077969237,1011.05212435645,0,339.912300781073,44.4380416666667,-124.065175
09-Feb-2014 11:00:00,2.4479629086454,6.05626882231775,95.9704237826238,1011.36161910832,0,339.190444280599,44.4380416666667,-124.065175
09-Feb-2014 12:00:00,0.770213138639004,5.57512112685539,98.1898341516535,1011.81975698397,0,337.579135009901,44.4380416666667,-124.065175
09-Feb-2014 13:00:00,2.01015385387242,4.54256702791196,102.874854765861,1012.0857674157,0,315.112909497223,44.4380416666667,-124.065175
09-Feb-2014 14:00:00,2.63937644048939,5.52328044758615,95.9456909544748,1012.2345209353,0,332.386625439233,44.4380416666667,-124.065175
09-Feb-2014 15:00:00,3.0164938147573,5.46267321990395,94.1374774222464,1012.34368521668,0,320.286447934711,44.4380416666667,-124.065175
09-Feb-2014 16:00:00,2.75377061483304,4.67230712910342,97.5302065018251,1012.335947439,45.0029890361836,274.970231578615,44.4380416666667,-124.065175
09-Feb-2014 17:00:00,1.94216169472098,7.55362875811626,88.5543567755415,1012.39349313323,214.660256765948,266.028613301481,44.4380416666667,-124.065175
