Y,M,D,h,min,SAL
2013,5,23,0,50,31.4
2013,5,23,1,0,31.4
2013,5,23,1,10,31.4
2013,5,23,1,20,31.4
2013,5,23,1,30,31.4
2013,5,23,1,40,31.4
2013,5,23,1,50,31.4
2013,5,23,2,0,31.4
2013,5,23,2,10,31.4
2013,5,23,2,20,31.4
2013,5,23,2,30,31.4
2013,5,23,2,40,31.4
2013,5,23,2,50,31.4
2013,5,23,3,0,31.4
2013,5,23,3,10,31.4
2013,5,23,3,20,31.3
2013,5,23,3,30,31.3
2013,5,23,3,40,31.4
2013,5,23,3,50,31.4
2013,5,23,4,0,31.3
2013,5,23,4,10,31.4
2013,5,23,4,20,31.3
2013,5,23,4,30,31.3
2013,5,23,4,40,31.3
2013,5,23,4,50,31.3
2013,5,23,5,0,31.3
2013,5,23,5,10,31.3
2013,5,23,5,20,31.3
2013,5,23,5,30,31.3
2013,5,23,5,40,31.3
2013,5,23,5,50,31.3
2013,5,23,6,0,31.3
2013,5,23,6,10,31.3
2013,5,23,6,20,31.3
2013,5,23,6,30,31.3
2013,5,23,6,40,31.3
2013,5,23,6,50,31.3
2013,5,23,7,0,31.3
2013,5,23,7,10,31.3
2013,5,23,7,20,31.3
2013,5,23,7,30,31.3
2013,5,23,7,40,31.3
2013,5,23,7,50,31.3
2013,5,23,8,0,31.3
2013,5,23,8,10,31.3
2013,5,23,8,20,31.3
2013,5,23,8,30,31.3
2013,5,23,8,40,31.3
2013,5,23,8,50,31.3
2013,5,23,9,0,31.3
2013,5,23,9,10,31.3
2013,5,23,9,20,31.3
2013,5,23,9,30,31.3
2013,5,23,9,40,31.3
2013,5,23,9,50,31.3
2013,5,23,10,0,31.3
2013,5,23,10,10,31.3
2013,5,23,10,20,31.3
2013,5,23,10,30,31.3
2013,5,23,10,40,31.3
2013,5,23,10,50,31.3
2013,5,23,11,0,31.3
2013,5,23,11,10,31.3
2013,5,23,11,20,31.3
2013,5,23,11,30,31.3
2013,5,23,11,40,31.3
2013,5,23,11,50,31.3
2013,5,23,12,0,31.3
2013,5,23,12,10,31.3
2013,5,23,12,20,31.3
2013,5,23,12,30,31.3
2013,5,23,12,40,31.3
2013,5,23,12,50,31.3
2013,5,23,13,0,31.3
2013,5,23,13,10,31.3
2013,5,23,13,20,31.3
2013,5,23,13,30,31.3
2013,5,23,13,40,31.3
2013,5,23,13,50,31.3
2013,5,23,14,0,31.3
2013,5,23,14,10,31.3
2013,5,23,14,20,31.3
2013,5,23,14,30,31.3
2013,5,23,14,40,31.3
2013,5,23,14,50,31.3
2013,5,23,15,0,31.3
2013,5,23,15,10,31.3
2013,5,23,15,20,31.3
2013,5,23,15,30,31.3
2013,5,23,15,40,31.3
2013,5,23,15,50,31.3
2013,5,23,16,0,31.3
2013,5,23,16,10,31.3
2013,5,23,16,20,31.3
2013,5,23,16,30,31.3
2013,5,23,16,40,31.3
2013,5,23,16,50,31.3
2013,5,23,17,0,31.3
2013,5,23,17,10,31.3
2013,5,23,17,20,31.3
2013,5,23,17,30,31.3
2013,5,23,17,40,31.3
2013,5,23,17,50,31.4
2013,5,23,18,0,31.3
2013,5,23,18,10,31.4
2013,5,23,18,20,31.3
2013,5,23,18,30,31.4
2013,5,23,18,40,31.4
2013,5,23,18,50,31.4
2013,5,23,19,0,31.4
2013,5,23,19,10,31.4
2013,5,23,19,20,31.4
2013,5,23,19,30,31.4
2013,5,23,19,40,31.4
2013,5,23,19,50,31.4
2013,5,23,20,0,31.3
2013,5,23,20,10,31.3
2013,5,23,20,20,31.3
2013,5,23,20,30,31.3
2013,5,23,20,40,31.3
2013,5,23,20,50,31.3
2013,5,23,21,0,31.3
2013,5,23,21,10,31.3
2013,5,23,21,20,31.3
2013,5,23,21,30,31.3
2013,5,23,21,40,31.3
2013,5,23,21,50,31.3
2013,5,23,22,0,31.3
2013,5,23,22,10,31.3
2013,5,23,22,20,31.3
2013,5,23,22,30,31.3
2013,5,23,22,40,31.3
2013,5,23,22,50,31.3
2013,5,23,23,0,31.3
2013,5,23,23,10,31.3
2013,5,23,23,20,31.3
2013,5,23,23,30,99
2013,5,23,23,40,31.3
2013,5,23,23,50,31.3
2013,5,24,0,0,31.3
2013,5,24,0,10,31.3
2013,5,24,0,20,31.3
2013,5,24,0,30,31.3
2013,5,24,0,40,31.3
2013,5,24,0,50,31.3
2013,5,24,1,0,31.3
2013,5,24,1,10,31.3
2013,5,24,1,20,31.3
2013,5,24,1,30,31.3
2013,5,24,1,40,31.3
2013,5,24,1,50,31.3
2013,5,24,2,0,31.3
2013,5,24,2,10,31.3
2013,5,24,2,20,31.3
2013,5,24,2,30,31.3
2013,5,24,2,40,31.3
2013,5,24,2,50,31.3
2013,5,24,3,0,31.3
2013,5,24,3,10,31.3
2013,5,24,3,20,31.3
2013,5,24,3,30,31.4
2013,5,24,3,40,31.3
2013,5,24,3,50,31.4
2013,5,24,4,0,31.4
2013,5,24,4,10,31.4
2013,5,24,4,20,31.4
2013,5,24,4,30,31.4
2013,5,24,4,40,31.4
2013,5,24,4,50,31.4
2013,5,24,5,0,31.4
2013,5,24,5,10,31.4
2013,5,24,5,20,31.4
2013,5,24,5,30,31.4
2013,5,24,5,40,31.4
2013,5,24,5,50,31.4
2013,5,24,6,0,31.4
2013,5,24,6,10,31.4
2013,5,24,6,20,31.4
2013,5,24,6,30,31.4
2013,5,24,6,40,31.4
2013,5,24,6,50,31.4
2013,5,24,7,0,31.4
2013,5,24,7,10,31.4
2013,5,24,7,20,31.4
2013,5,24,7,30,31.4
2013,5,24,7,40,31.4
2013,5,24,7,50,31.4
2013,5,24,8,0,31.4
2013,5,24,8,10,31.4
2013,5,24,8,20,31.4
2013,5,24,8,30,31.4
2013,5,24,8,40,31.4
2013,5,24,8,50,31.4
2013,5,24,9,0,31.4
2013,5,24,9,10,31.4
2013,5,24,9,20,31.4
2013,5,24,9,30,31.4
2013,5,24,9,40,31.4
2013,5,24,9,50,31.4
2013,5,24,10,0,31.4
2013,5,24,10,10,31.4
2013,5,24,10,20,31.4
2013,5,24,10,30,31.4
2013,5,24,10,40,31.4
2013,5,24,10,50,31.4
2013,5,24,11,0,31.4
2013,5,24,11,10,31.4
2013,5,24,11,20,31.4
2013,5,24,11,30,31.4
2013,5,24,11,40,31.4
2013,5,24,11,50,31.5
2013,5,24,12,0,31.5
2013,5,24,12,10,31.5
2013,5,24,12,20,31.5
2013,5,24,12,30,31.5
2013,5,24,12,40,31.5
2013,5,24,12,50,31.5
2013,5,24,13,0,31.5
2013,5,24,13,10,31.5
2013,5,24,13,20,31.5
2013,5,24,13,30,31.4
2013,5,24,13,40,31.4
2013,5,24,13,50,31.4
2013,5,24,14,0,31.4
2013,5,24,14,10,31.4
2013,5,24,14,20,31.4
2013,5,24,14,30,31.4
2013,5,24,14,40,31.4
2013,5,24,14,50,31.4
2013,5,24,15,0,31.4
2013,5,24,15,10,31.4
2013,5,24,15,20,31.4
2013,5,24,15,30,31.4
2013,5,24,15,40,31.4
2013,5,24,15,50,31.4
2013,5,24,16,0,31.4
2013,5,24,16,10,31.4
2013,5,24,16,20,31.4
2013,5,24,16,30,31.4
2013,5,24,16,40,31.4
2013,5,24,16,50,31.4
2013,5,24,17,0,31.4
2013,5,24,17,10,31.4
2013,5,24,17,20,31.4
2013,5,24,17,30,31.4
2013,5,24,17,40,31.4
2013,5,24,17,50,31.4
2013,5,24,18,0,31.4
2013,5,24,18,10,31.4
2013,5,24,18,20,31.4
2013,5,24,18,30,31.4
2013,5,24,18,40,31.4
2013,5,24,18,50,31.4
2013,5,24,19,0,31.4
2013,5,24,19,10,31.4
2013,5,24,19,20,31.4
2013,5,24,19,30,31.4
2013,5,24,19,40,31.4
2013,5,24,19,50,31.5
2013,5,24,20,0,31.4
2013,5,24,20,10,31.4
2013,5,24,20,20,31.4
2013,5,24,20,30,31.4
2013,5,24,20,40,31.4
2013,5,24,20,50,31.5
2013,5,24,21,0,31.5
2013,5,24,21,10,31.5
2013,5,24,21,20,31.5
2013,5,24,21,30,31.4
2013,5,24,21,40,31.4
2013,5,24,21,50,31.5
2013,5,24,22,0,31.4
2013,5,24,22,10,31.5
2013,5,24,22,20,31.5
2013,5,24,22,30,31.5
2013,5,24,22,40,31.5
2013,5,24,22,50,31.5
2013,5,24,23,0,31.5
2013,5,24,23,10,31.5
2013,5,24,23,20,31.5
2013,5,24,23,30,31.5
2013,5,24,23,40,31.5
2013,5,24,23,50,31.5
2013,5,25,0,0,31.5
2013,5,25,0,10,31.5
2013,5,25,0,20,31.5
2013,5,25,0,30,31.5
2013,5,25,0,40,31.5
2013,5,25,0,50,31.5
2013,5,25,1,0,31.5
2013,5,25,1,10,31.5
2013,5,25,1,20,31.5
2013,5,25,1,30,31.5
2013,5,25,1,40,31.5
2013,5,25,1,50,31.5
2013,5,25,2,0,31.5
2013,5,25,2,10,31.5
2013,5,25,2,20,31.5
2013,5,25,2,30,31.5
2013,5,25,2,40,31.5
2013,5,25,2,50,31.4
2013,5,25,3,0,31.4
2013,5,25,3,10,31.4
2013,5,25,3,20,31.4
2013,5,25,3,30,31.4
2013,5,25,3,40,31.4
2013,5,25,3,50,31.4
2013,5,25,4,0,31.4
2013,5,25,4,10,31.4
2013,5,25,4,20,31.4
2013,5,25,4,30,31.3
2013,5,25,4,40,31.3
2013,5,25,4,50,31.3
2013,5,25,5,0,31.3
2013,5,25,5,10,31.3
2013,5,25,5,20,31.3
2013,5,25,5,30,31.3
2013,5,25,5,40,31.3
2013,5,25,5,50,31.3
2013,5,25,6,0,31.3
2013,5,25,6,10,31.3
2013,5,25,6,20,31.3
2013,5,25,6,30,31.3
2013,5,25,6,40,31.3
2013,5,25,6,50,31.3
2013,5,25,7,0,31.3
2013,5,25,7,10,31.3
2013,5,25,7,20,31.3
2013,5,25,7,30,31.3
2013,5,25,7,40,31.3
2013,5,25,7,50,31.3
2013,5,25,8,0,31.3
2013,5,25,8,10,31.3
2013,5,25,8,20,31.3
2013,5,25,8,30,31.3
2013,5,25,8,40,31.3
2013,5,25,8,50,31.3
2013,5,25,9,0,31.3
2013,5,25,9,10,31.3
2013,5,25,9,20,31.3
2013,5,25,9,30,31.3
2013,5,25,9,40,31.3
2013,5,25,9,50,31.3
2013,5,25,10,0,31.3
2013,5,25,10,10,31.3
2013,5,25,10,20,31.3
2013,5,25,10,30,31.3
2013,5,25,10,40,31.3
2013,5,25,10,50,31.3
2013,5,25,11,0,31.3
2013,5,25,11,10,31.3
2013,5,25,11,20,31.3
2013,5,25,11,30,31.3
2013,5,25,11,40,31.3
2013,5,25,11,50,31.3
2013,5,25,12,0,31.3
2013,5,25,12,10,31.3
2013,5,25,12,20,31.3
2013,5,25,12,30,31.3
2013,5,25,12,40,31.3
2013,5,25,12,50,31.3
2013,5,25,13,0,31.3
2013,5,25,13,10,31.3
2013,5,25,13,20,31.3
2013,5,25,13,30,31.3
2013,5,25,13,40,31.3
2013,5,25,13,50,31.3
2013,5,25,14,0,31.3
2013,5,25,14,10,31.3
2013,5,25,14,20,31.3
2013,5,25,14,30,31.3
2013,5,25,14,40,31.4
2013,5,25,14,50,31.4
2013,5,25,15,0,31.4
2013,5,25,15,10,31.4
2013,5,25,15,20,31.4
2013,5,25,15,30,31.4
2013,5,25,15,40,31.4
2013,5,25,15,50,31.4
2013,5,25,16,0,31.4
2013,5,25,16,10,31.4
2013,5,25,16,20,31.3
2013,5,25,16,30,31.3
2013,5,25,16,40,31.3
2013,5,25,16,50,31.3
2013,5,25,17,0,31.2
2013,5,25,17,10,31.2
2013,5,25,17,20,31.2
2013,5,25,17,30,31.2
2013,5,25,17,40,31.2
2013,5,25,17,50,31.2
2013,5,25,18,0,31.2
2013,5,25,18,10,31.2
2013,5,25,18,20,31.2
2013,5,25,18,30,31.2
2013,5,25,18,40,31.2
2013,5,25,18,50,31.2
2013,5,25,19,0,31.2
2013,5,25,19,10,31.2
2013,5,25,19,20,31.1
2013,5,25,19,30,31.1
2013,5,25,19,40,31.1
2013,5,25,19,50,31.1
2013,5,25,20,0,31.1
2013,5,25,20,10,31.1
2013,5,25,20,20,31.1
2013,5,25,20,30,31.1
2013,5,25,20,40,31.1
2013,5,25,20,50,31.1
2013,5,25,21,0,31.1
2013,5,25,21,10,31.1
2013,5,25,21,20,31.1
2013,5,25,21,30,31.1
2013,5,25,21,40,31.1
2013,5,25,21,50,31.1
2013,5,25,22,0,31.1
2013,5,25,22,10,31.1
2013,5,25,22,20,31.1
2013,5,25,22,30,31.1
2013,5,25,22,40,31.1
2013,5,25,22,50,31.1
2013,5,25,23,0,31.1
2013,5,25,23,10,31.1
2013,5,25,23,20,31.1
2013,5,25,23,30,31.1
2013,5,25,23,40,31.1
2013,5,25,23,50,31.1
2013,5,26,0,0,31.2
2013,5,26,0,10,31.2
2013,5,26,0,20,31.2
2013,5,26,0,30,31.2
2013,5,26,0,40,31.2
2013,5,26,0,50,31.2
2013,5,26,1,0,31.2
2013,5,26,1,10,31.2
2013,5,26,1,20,31.2
2013,5,26,1,30,31.2
2013,5,26,1,40,31.2
2013,5,26,1,50,31.3
2013,5,26,2,0,31.3
2013,5,26,2,10,31.3
2013,5,26,2,20,31.3
2013,5,26,2,30,31.3
2013,5,26,2,40,31.4
2013,5,26,2,50,31.4
2013,5,26,3,0,31.4
2013,5,26,3,10,31.4
2013,5,26,3,20,31.5
2013,5,26,3,30,31.5
2013,5,26,3,40,31.5
2013,5,26,3,50,31.5
2013,5,26,4,0,31.5
2013,5,26,4,10,31.4
2013,5,26,4,20,31.4
2013,5,26,4,30,31.4
2013,5,26,4,40,31.4
2013,5,26,4,50,99
2013,5,26,5,0,31.4
2013,5,26,5,10,31.4
2013,5,26,5,20,31.4
2013,5,26,5,30,31.4
2013,5,26,5,40,31.4
2013,5,26,5,50,31.4
2013,5,26,6,0,31.4
2013,5,26,6,10,31.4
2013,5,26,6,20,31.4
2013,5,26,6,30,31.4
2013,5,26,6,40,31.4
2013,5,26,6,50,31.4
2013,5,26,7,0,31.3
2013,5,26,7,10,31.3
2013,5,26,7,20,31.3
2013,5,26,7,30,31.3
2013,5,26,7,40,31.2
2013,5,26,7,50,31.2
2013,5,26,8,0,31.2
2013,5,26,8,10,31.2
2013,5,26,8,20,31.2
2013,5,26,8,30,31.2
2013,5,26,8,40,31.2
2013,5,26,8,50,31.2
2013,5,26,9,0,31.2
2013,5,26,9,10,31.1
2013,5,26,9,20,31.1
2013,5,26,9,30,31.1
2013,5,26,9,40,31.1
2013,5,26,9,50,31.1
2013,5,26,10,0,31.2
2013,5,26,10,10,31.2
2013,5,26,10,20,31.2
2013,5,26,10,30,31.2
2013,5,26,10,40,99
2013,5,26,10,50,31.2
2013,5,26,11,0,31.2
2013,5,26,11,10,31.2
2013,5,26,11,20,31.2
2013,5,26,11,30,31.2
2013,5,26,11,40,31.2
2013,5,26,11,50,31.2
2013,5,26,12,0,31.2
2013,5,26,12,10,31.2
2013,5,26,12,20,31.2
2013,5,26,12,30,31.1
2013,5,26,12,40,99
2013,5,26,12,50,31.1
2013,5,26,13,0,31.1
2013,5,26,13,10,31
2013,5,26,13,20,31
2013,5,26,13,30,31
2013,5,26,13,40,30.9
2013,5,26,13,50,30.9
2013,5,26,14,0,31
2013,5,26,14,10,31
2013,5,26,14,20,31
2013,5,26,14,30,31
2013,5,26,14,40,31
2013,5,26,14,50,31
2013,5,26,15,0,31
2013,5,26,15,10,31
2013,5,26,15,20,31
2013,5,26,15,30,31
2013,5,26,15,40,31
2013,5,26,15,50,31.1
2013,5,26,16,0,31.1
2013,5,26,16,10,31.1
2013,5,26,16,20,31.1
2013,5,26,16,30,31.2
2013,5,26,16,40,31.2
2013,5,26,16,50,31.3
2013,5,26,17,0,31.2
2013,5,26,17,10,31.2
2013,5,26,17,20,31.1
2013,5,26,17,30,31.1
2013,5,26,17,40,31.2
2013,5,26,17,50,31.2
2013,5,26,18,0,31.2
2013,5,26,18,10,31.2
2013,5,26,18,20,31.1
2013,5,26,18,30,31.1
2013,5,26,18,40,31.1
2013,5,26,18,50,31
2013,5,26,19,0,31
2013,5,26,19,10,31
2013,5,26,19,20,31
2013,5,26,19,30,31
2013,5,26,19,40,30.9
2013,5,26,19,50,30.9
2013,5,26,20,0,30.9
2013,5,26,20,10,30.9
2013,5,26,20,20,30.9
2013,5,26,20,30,30.9
2013,5,26,20,40,30.9
2013,5,26,20,50,30.9
2013,5,26,21,0,99
2013,5,26,21,10,30.8
2013,5,26,21,20,30.8
2013,5,26,21,30,30.8
2013,5,26,21,40,99
2013,5,26,21,50,30.8
2013,5,26,22,0,30.8
2013,5,26,22,10,30.8
2013,5,26,22,20,30.8
2013,5,26,22,30,30.8
2013,5,26,22,40,30.8
2013,5,26,22,50,30.8
2013,5,26,23,0,30.8
2013,5,26,23,10,30.8
2013,5,26,23,20,30.8
2013,5,26,23,30,30.8
2013,5,26,23,40,30.8
2013,5,26,23,50,30.8
2013,5,27,0,0,30.7
2013,5,27,0,10,30.7
2013,5,27,0,20,30.7
2013,5,27,0,30,30.7
2013,5,27,0,40,30.7
2013,5,27,0,50,30.7
2013,5,27,1,0,30.7
2013,5,27,1,10,30.7
2013,5,27,1,20,30.7
2013,5,27,1,30,30.7
2013,5,27,1,40,30.7
2013,5,27,1,50,30.7
2013,5,27,2,0,30.7
2013,5,27,2,10,30.7
2013,5,27,2,20,30.7
2013,5,27,2,30,30.7
2013,5,27,2,40,30.7
2013,5,27,2,50,30.7
2013,5,27,3,0,30.7
2013,5,27,3,10,30.6
2013,5,27,3,20,30.6
2013,5,27,3,30,30.6
2013,5,27,3,40,30.6
2013,5,27,3,50,30.6
2013,5,27,4,0,30.6
2013,5,27,4,10,30.6
2013,5,27,4,20,30.6
2013,5,27,4,30,30.6
2013,5,27,4,40,30.5
2013,5,27,4,50,30.5
2013,5,27,5,0,30.4
2013,5,27,5,10,30.4
2013,5,27,5,20,30.4
2013,5,27,5,30,30.3
2013,5,27,5,40,30.3
2013,5,27,5,50,30.3
2013,5,27,6,0,30.2
2013,5,27,6,10,30.2
2013,5,27,6,20,30.2
2013,5,27,6,30,30.2
2013,5,27,6,40,30.2
2013,5,27,6,50,30.2
2013,5,27,7,0,30.2
2013,5,27,7,10,30.2
2013,5,27,7,20,30.2
2013,5,27,7,30,30.1
2013,5,27,7,40,99
2013,5,27,7,50,30.2
2013,5,27,8,0,30.2
2013,5,27,8,10,99
2013,5,27,8,20,30.3
2013,5,27,8,30,30.3
2013,5,27,8,40,30.3
2013,5,27,8,50,30.4
2013,5,27,9,0,30.4
2013,5,27,9,10,30.4
2013,5,27,9,20,30.5
2013,5,27,9,30,30.5
2013,5,27,9,40,30.6
2013,5,27,9,50,30.6
2013,5,27,10,0,30.6
2013,5,27,10,10,30.7
2013,5,27,10,20,30.7
2013,5,27,10,30,30.7
2013,5,27,10,40,30.7
2013,5,27,10,50,30.7
2013,5,27,11,0,30.8
2013,5,27,11,10,30.8
2013,5,27,11,20,30.8
2013,5,27,11,30,30.8
2013,5,27,11,40,30.8
2013,5,27,11,50,30.8
2013,5,27,12,0,30.7
2013,5,27,12,10,30.7
2013,5,27,12,20,30.7
2013,5,27,12,30,30.7
2013,5,27,12,40,30.7
2013,5,27,12,50,30.6
2013,5,27,13,0,30.6
2013,5,27,13,10,30.6
2013,5,27,13,20,30.7
2013,5,27,13,30,30.7
2013,5,27,13,40,30.7
2013,5,27,13,50,30.7
2013,5,27,14,0,30.7
2013,5,27,14,10,30.8
2013,5,27,14,20,30.8
2013,5,27,14,30,30.8
2013,5,27,14,40,30.8
2013,5,27,14,50,30.8
2013,5,27,15,0,30.8
2013,5,27,15,10,30.8
2013,5,27,15,20,30.9
2013,5,27,15,30,30.9
2013,5,27,15,40,31
2013,5,27,15,50,31
2013,5,27,16,0,31
2013,5,27,16,10,31.1
2013,5,27,16,20,31.1
2013,5,27,16,30,31.2
2013,5,27,16,40,31.2
2013,5,27,16,50,31.2
2013,5,27,17,0,31.3
2013,5,27,17,10,31.3
2013,5,27,17,20,31.3
2013,5,27,17,30,31.4
2013,5,27,17,40,31.4
2013,5,27,17,50,31.4
2013,5,27,18,0,31.4
2013,5,27,18,10,31.4
2013,5,27,18,20,31.4
2013,5,27,18,30,31.4
2013,5,27,18,40,31.4
2013,5,27,18,50,31.4
2013,5,27,19,0,31.4
2013,5,27,19,10,31.4
2013,5,27,19,20,31.4
2013,5,27,19,30,31.5
2013,5,27,19,40,31.5
2013,5,27,19,50,99
2013,5,27,20,0,31.5
2013,5,27,20,10,31.5
2013,5,27,20,20,31.5
2013,5,27,20,30,31.5
2013,5,27,20,40,31.5
2013,5,27,20,50,31.5
2013,5,27,21,0,31.5
2013,5,27,21,10,31.5
2013,5,27,21,20,31.5
2013,5,27,21,30,31.5
2013,5,27,21,40,31.5
2013,5,27,21,50,31.5
2013,5,27,22,0,31.5
2013,5,27,22,10,31.6
2013,5,27,22,20,31.6
2013,5,27,22,30,31.6
2013,5,27,22,40,31.6
2013,5,27,22,50,31.6
2013,5,27,23,0,31.6
2013,5,27,23,10,31.7
2013,5,27,23,20,31.7
2013,5,27,23,30,31.7
2013,5,27,23,40,31.7
2013,5,27,23,50,31.8
2013,5,28,0,0,31.8
2013,5,28,0,10,31.8
2013,5,28,0,20,31.8
2013,5,28,0,30,31.8
2013,5,28,0,40,31.8
2013,5,28,0,50,31.8
2013,5,28,1,0,31.8
2013,5,28,1,10,31.8
2013,5,28,1,20,31.8
2013,5,28,1,30,31.8
2013,5,28,1,40,31.8
2013,5,28,1,50,31.7
2013,5,28,2,0,31.7
2013,5,28,2,10,31.5
2013,5,28,2,20,31.5
2013,5,28,2,30,31.5
2013,5,28,2,40,31.5
2013,5,28,2,50,31.4
2013,5,28,3,0,31.4
2013,5,28,3,10,31.3
2013,5,28,3,20,31.3
2013,5,28,3,30,31.3
2013,5,28,3,40,31.3
2013,5,28,3,50,31.3
2013,5,28,4,0,31.3
2013,5,28,4,10,31.2
2013,5,28,4,20,31.2
2013,5,28,4,30,31.2
2013,5,28,4,40,31.2
2013,5,28,4,50,31.2
2013,5,28,5,0,31.2
2013,5,28,5,10,31.2
2013,5,28,5,20,31.2
2013,5,28,5,30,31.2
2013,5,28,5,40,31.3
2013,5,28,5,50,31.3
2013,5,28,6,0,31.3
2013,5,28,6,10,31.3
2013,5,28,6,20,31.3
2013,5,28,6,30,31.3
2013,5,28,6,40,31.3
2013,5,28,6,50,31.3
2013,5,28,7,0,31.3
2013,5,28,7,10,31.3
2013,5,28,7,20,31.4
2013,5,28,7,30,31.4
2013,5,28,7,40,31.4
2013,5,28,7,50,31.4
2013,5,28,8,0,31.4
2013,5,28,8,10,31.4
2013,5,28,8,20,31.4
2013,5,28,8,30,31.4
2013,5,28,8,40,31.5
2013,5,28,8,50,31.5
2013,5,28,9,0,31.5
2013,5,28,9,10,31.5
2013,5,28,9,20,31.5
2013,5,28,9,30,31.5
2013,5,28,9,40,31.5
2013,5,28,9,50,31.5
2013,5,28,10,0,31.5
2013,5,28,10,10,31.6
2013,5,28,10,20,31.6
2013,5,28,10,30,31.6
2013,5,28,10,40,31.7
2013,5,28,10,50,31.7
2013,5,28,11,0,31.7
2013,5,28,11,10,31.8
2013,5,28,11,20,31.8
2013,5,28,11,30,31.8
2013,5,28,11,40,31.8
2013,5,28,11,50,31.8
2013,5,28,12,0,31.8
2013,5,28,13,10,30.8
2013,5,28,13,20,30.8
2013,5,28,13,30,30.8
2013,5,28,13,40,30.7
2013,5,28,13,50,30.7
2013,5,28,14,0,31
2013,5,28,14,10,30.7
2013,5,28,14,20,30.6
2013,5,28,14,30,30.6
2013,5,28,14,40,30.6
2013,5,28,14,50,30.6
2013,5,28,15,0,30.7
2013,5,28,15,10,30.7
2013,5,28,15,20,30.7
2013,5,28,15,30,30.8
2013,5,28,15,40,30.8
2013,5,28,15,50,30.8
2013,5,28,16,0,30.9
2013,5,28,16,10,30.9
2013,5,28,16,20,30.9
2013,5,28,16,30,31
2013,5,28,16,40,31
2013,5,28,16,50,30.9
2013,5,28,17,0,31
2013,5,28,17,10,30.9
2013,5,28,17,20,31
2013,5,28,17,30,31.1
2013,5,28,17,40,31.1
2013,5,28,17,50,31.2
2013,5,28,18,0,31.2
2013,5,28,18,10,31.2
2013,5,28,18,20,31.2
2013,5,28,18,30,31.1
2013,5,28,18,40,31
2013,5,28,18,50,30.9
2013,5,28,19,0,31
2013,5,28,19,10,31
2013,5,28,19,20,30.9
2013,5,28,19,30,30.8
2013,5,28,19,40,30.7
2013,5,28,19,50,30.8
2013,5,28,20,0,30.8
2013,5,28,20,10,30.7
2013,5,28,20,20,30.8
2013,5,28,20,30,30.8
2013,5,28,20,40,30.8
2013,5,28,20,50,30.8
2013,5,28,21,0,30.8
2013,5,28,21,10,30.8
2013,5,28,21,20,30.9
2013,5,28,21,30,30.9
2013,5,28,21,40,30.9
2013,5,28,21,50,30.9
2013,5,28,22,0,30.9
2013,5,28,22,10,31
2013,5,28,22,20,31
2013,5,28,22,30,31.1
2013,5,28,22,40,31
2013,5,28,22,50,31
2013,5,28,23,0,31.1
2013,5,28,23,10,31.1
2013,5,28,23,20,31.1
2013,5,28,23,30,31.2
2013,5,28,23,40,31.2
2013,5,28,23,50,31.2
2013,5,29,0,0,31.2
2013,5,29,0,10,31.2
2013,5,29,0,20,31.2
2013,5,29,0,30,31.2
2013,5,29,0,40,31.2
2013,5,29,0,50,31.2
2013,5,29,1,0,31.2
2013,5,29,1,10,31.3
2013,5,29,1,20,31.3
2013,5,29,1,30,31.3
2013,5,29,1,40,31.3
2013,5,29,1,50,31.3
2013,5,29,2,0,31.3
2013,5,29,2,10,31.3
2013,5,29,2,20,31.3
2013,5,29,2,30,31.3
2013,5,29,2,40,31.3
2013,5,29,2,50,31.3
2013,5,29,3,0,31.3
2013,5,29,3,10,31.3
2013,5,29,3,20,31.3
2013,5,29,3,30,31.3
2013,5,29,3,40,31.3
2013,5,29,3,50,31.3
2013,5,29,4,0,31.2
2013,5,29,4,10,31.2
2013,5,29,4,20,31.2
2013,5,29,4,30,31.2
2013,5,29,4,40,31.2
2013,5,29,4,50,31.3
2013,5,29,5,0,31.3
2013,5,29,5,10,31.3
2013,5,29,5,20,31.3
2013,5,29,5,30,31.3
2013,5,29,5,40,31.2
2013,5,29,5,50,31.2
2013,5,29,6,0,31.2
2013,5,29,6,10,31.2
2013,5,29,6,20,31.2
2013,5,29,6,30,31.2
2013,5,29,6,40,31.2
2013,5,29,6,50,31.2
2013,5,29,7,0,31.2
2013,5,29,7,10,31.2
2013,5,29,7,20,31.2
2013,5,29,7,30,31.2
2013,5,29,7,40,31.2
2013,5,29,7,50,31.2
2013,5,29,8,0,31.2
2013,5,29,8,10,31.2
2013,5,29,8,20,31.2
2013,5,29,8,30,31.2
2013,5,29,8,40,31.2
2013,5,29,8,50,31.3
2013,5,29,9,0,31.3
2013,5,29,9,10,31.3
2013,5,29,9,20,31.3
2013,5,29,9,30,31.3
2013,5,29,9,40,31.3
2013,5,29,9,50,31.3
2013,5,29,10,0,31.3
2013,5,29,10,10,31.3
2013,5,29,10,20,31.3
2013,5,29,10,30,31.4
2013,5,29,10,40,31.4
2013,5,29,10,50,31.4
2013,5,29,11,0,31.4
2013,5,29,11,10,31.4
2013,5,29,11,20,31.4
2013,5,29,11,30,31.4
2013,5,29,11,40,31.4
2013,5,29,11,50,31.4
2013,5,29,12,0,31.4
2013,5,29,12,10,31.4
2013,5,29,12,20,31.4
2013,5,29,12,30,31.4
2013,5,29,12,40,31.4
2013,5,29,12,50,31.4
2013,5,29,13,0,31.3
2013,5,29,13,10,31.3
2013,5,29,13,20,31.3
2013,5,29,13,30,31.3
2013,5,29,13,40,31.3
2013,5,29,13,50,31.3
2013,5,29,14,0,31.3
