DN,C,R,P,S,T
735544.1701388889,17.057027874592432,1011.00971407276,2.5335869565217393,14.494833498000352,9.952802773537005
735544.1736111111,16.73508696729967,1010.7795268290233,2.5325888106877836,14.198249945648783,9.95120296666567
735544.1770833334,16.43837096005201,1010.5673796279353,2.5325869565217394,13.924988987986545,9.95090053695606
735544.1805555556,16.17983583669204,1010.3831177524421,2.5325869565217394,13.687709179583486,9.949702070048483
735544.1840277779,15.754237010154293,1010.0798038688345,2.5325869565217394,13.297148803757803,9.949500332038772
735544.1875,15.676545227521409,1010.024702994236,2.5325869565217394,13.226132743942168,9.948901129735678
735544.1909722222,15.618615278092028,1009.9825765625785,2.360899753754915,13.172996567052799,9.949399090705718
735544.1944444445,15.293261404204664,1009.7514059912633,2.362583449037824,12.875422615103398,9.949300175374194
735544.1979166667,15.157698372429289,1009.6555614583955,2.3635852676263887,12.751908071907176,9.94850135111628
735544.2013888889,14.956297259323284,1009.5131314364941,2.3645853324059907,12.568398187651388,9.94790097446945
735544.2048611111,14.846063346540712,1009.4353434931088,2.3645869565217392,12.46828467581574,9.947001662082341
735544.2083333334,14.75553129633695,1009.3713140785233,2.3645869565217392,12.385846876098624,9.947
735544.2118055556,14.517399448729401,1009.2033887336664,2.3645869565217392,12.16947203873978,9.94610154586734
735544.2152777779,14.544674167377805,1009.2227674395003,2.3645869565217392,12.19435818372371,9.945800495845173
735544.21875,14.508378286405595,1009.1974476373167,2.36358883200665,12.161661515905068,9.945101312839437
735544.2222222222,14.530689392628055,1009.2133710206087,2.3635869565217393,12.182062870155,9.944600905605975
735544.2256944445,14.52278390080219,1009.2080094301924,2.3635869565217393,12.175112224323534,9.943901222432352
735544.2291666667,14.533701587369787,1009.2158867160019,2.364585275002998,12.185183016660716,9.943500672607497
735544.2326388889,14.539740251264508,1009.2203927248243,2.3635885732274593,12.190890784777396,9.94300080835286
735544.2361111111,14.542834316304468,1009.222595953356,2.3635869565217393,12.193694849725732,9.943
735544.2395833334,14.168655396374538,1008.9589688040082,2.3635869565217393,11.854203711636602,9.942101597590336
735544.2430555556,13.987768752122939,1008.8315175442866,2.3625886667755642,11.690279797525688,9.942199828974616
735544.2465277779,13.9040574601154,1008.7717980682652,2.3625869565217394,11.613625876212927,9.944795721854202
735544.25,13.960693741875808,1008.8097288249907,2.3625869565217394,11.66330678128697,9.949790659447592
735544.2534722222,13.965321828625646,1008.8130940473432,2.363585152686341,11.667592423891326,9.949600360767079
735544.2569444445,14.101582649980166,1008.9094321908058,2.3635869565217393,11.791484195637326,9.948202434537532
735544.2604166667,14.007318474299538,1008.8435108282127,2.3635869565217393,11.706343139157093,9.94730150672797
735544.2638888889,13.839769820128119,1008.7269876477809,2.3635869565217393,11.55584236497253,9.943705793585
735544.2673611111,12.803361698869288,1008.0024294891039,2.3635869565217393,10.6228120126328,9.94050586242956
735544.2708333334,12.253121009985573,1007.6194757880204,2.3635869565217393,10.130069526882641,9.94030035353807
735544.2743055556,11.30410715437539,1006.9618206634948,2.364585253644525,9.284341144986513,9.943195061656077
735544.2777777779,10.42022754407826,1006.3538955950377,2.3665836804604115,8.50268012096407,9.946095249711073
735544.28125,9.601044426567265,1005.7945408957129,2.367585095785749,7.783837683103297,9.949393859571233
735544.2847222222,9.572568503485154,1005.774933413512,2.368585160096363,7.758842575281412,9.950298383217163
735544.2881944445,8.09469341189351,1004.7779293277164,2.3705834933642023,6.47762230819185,9.953394632105818
735544.2916666667,8.21743080844641,1004.8590616612306,2.3735819563252543,6.582421326312286,9.957592999724922
735544.2951388889,6.016112401512206,1003.4028367681993,2.3765821506640585,4.7121012581213755,9.95610240292884
735544.2986111111,5.666782096645714,1003.1766092580827,2.3785833073190394,4.420926762409772,9.949212589749315
735544.3020833334,6.098547502501741,1003.4591011270869,2.384576394639318,4.782661182144892,9.944408449505936
735544.3055555556,5.6722053717273075,1003.1812726962522,2.391575088251419,4.42610663816009,9.943701186827031
735544.3090277779,5.031046031964146,1002.7661772106296,2.398575541943344,3.893768486350477,9.944398858542161
